structure,measurement,left_fit_index,right_fit_index,left_resonance_wavelength_nm,right_resonance_wavelength_nm,center_wavelength_nm,sigma_center_wavelength_nm,center_frequency_thz,fsr_nm,sigma_fsr_nm,ng_pair,sigma_ng_pair,ng_fit,sigma_ng_fit
mple 88  Diameter 100 um Coupling Distance 0.15 um,5041,59,9,1536.47381996,1538.32116756,1537.39749376,3.63598133311e-05,194.999965342,1.84734759697,7.27196266622e-05,12.7945117513,0.000503647928032,12.768991322,0.0393978217354
mple 88  Diameter 100 um Coupling Distance 0.15 um,5041,60,10,1538.32116756,1540.18329335,1539.25223045,3.43340285572e-05,194.764998269,1.86212579383,6.86680571145e-05,12.7236164002,0.000469198514895,12.768991322,0.0393978217354
mple 88  Diameter 100 um Coupling Distance 0.15 um,5041,73,23,1562.77013427,1564.68214375,1563.72613901,3.9617379784e-05,191.716727451,1.91200947551,7.9234759568e-05,12.7888458145,0.000529977436689,12.768991322,0.0393978217354
