structure,measurement,fit_index,param_file,is_double_resonance,resonance_wavelength_nm,sigma_resonance_wavelength_nm,resonance_frequency_thz,sigma_resonance_frequency_thz,fwhm_nm,sigma_fwhm_nm,Q,sigma_Q,amplitude,background_b,background_c,R2,local_fsr_nm,sigma_local_fsr_nm,finesse,sigma_finesse,ng_fit,sigma_ng_fit,neff_estimated,sigma_neff_estimated
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,96,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1555.80802443,6.61954696891e-05,192.692448743,8.19854824619e-06,0.0047696639819,0.000184064146657,326188.182298,12587.7943713,-0.0001656598974,-15.0523891466,0.00976426228393,0.853172505261,1.89524459327,7.51076660969e-05,397.353901756,15.3341295508,10.4910852616,4.07477730798,2.57043121552,0.0152686491199
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,29,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1557.70326902,3.54869172959e-05,192.458001445,4.38449434885e-06,0.00323226719172,0.000100591276356,481922.804219,14997.9030526,-0.000156241066076,15.1568845692,-0.00964047794505,0.914793457062,0.947622296636,4.51658170104e-05,293.175730974,9.12392256338,10.4910852616,4.07477730798,2.56078248218,0.0202510359984
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,98,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1557.70326902,3.54869172959e-05,192.458001445,4.38449434885e-06,0.00323226719172,0.000100591276356,481922.804219,14997.9030526,-0.000156241066076,15.1568845692,-0.00964047794505,0.914793457062,0.950004813941,4.39020456699e-05,293.912835045,9.1468613381,10.4910852616,4.07477730798,2.56078248218,0.0202510359984
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,31,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1559.60327865,6.27024286493e-05,192.223536655,7.72817212995e-06,0.00492600066746,0.000172098759648,316606.388008,11061.2178826,-0.000183303565333,-3.85048507013,0.0025532493978,0.822808431871,0.950004813941,5.71272810808e-05,192.855193914,6.73775564984,10.4910852616,4.07477730798,2.55110948994,0.0252459496221
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,100,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1559.60327865,6.27024286493e-05,192.223536655,7.72817212995e-06,0.00492600066746,0.000172098759648,316606.388008,11061.2178826,-0.000183303565333,-3.85048507013,0.0025532493978,0.822808431871,0.951557318045,5.86691087079e-05,193.170359138,6.74876704688,10.4910852616,4.07477730798,2.55110948994,0.0252459496221
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,33,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1561.50639328,4.44237953211e-05,191.989260684,5.4619639453e-06,0.00395160230406,0.000123234701562,395157.77984,12323.3937328,-0.000165150571934,4.61606601665,-0.00286923612132,0.86330116067,3.8239447522,5.02201154045e-05,967.69473696,30.1785386054,10.4910852616,4.07477730798,2.54142069003,0.0302490259664
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,108,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1567.25116815,4.70074273385e-05,191.285522124,5.73733200197e-06,0.00378796132299,0.000162053210699,413745.293184,17700.4851568,-0.000223535253011,-18.0152245555,0.011577857257,0.913185873983,3.83495859564,4.49092748846e-05,1012.40700964,43.3119027898,10.4910852616,4.07477730798,2.51217391049,0.0453513990456
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,40,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1569.17631047,4.09206774375e-05,191.050843681,4.98218708519e-06,0.00310461108692,0.00013721409789,505434.09997,22338.6060696,-0.000184202375235,14.7488184441,-0.00931104374171,0.885444559654,2.89360965153,4.65375185207e-05,932.036113549,41.1930832584,10.4910852616,4.07477730798,2.50237296712,0.0504123837245
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,112,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1573.03838745,5.57158919106e-05,190.581781342,6.75027005955e-06,0.00431612228492,0.000179532507871,364456.399429,15159.8511533,-0.000229647777707,10.3676465617,-0.00650971588298,0.864817619042,2.89627582369,5.43186918573e-05,671.036553762,27.9122971183,10.4910852616,4.07477730798,2.48271104536,0.060565353815
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,44,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1574.96886212,6.26023807505e-05,190.348180977,7.56602215273e-06,0.00411050677253,0.000181483511012,383156.858577,16916.80754,-0.000192859588629,-23.4976195558,0.0150034536252,0.886075771232,0.965237333639,6.09537423754e-05,234.821978664,10.3676658621,10.4910852616,4.07477730798,2.47288295491,0.0656403566329
