structure,measurement,fit_index,param_file,is_double_resonance,resonance_wavelength_nm,sigma_resonance_wavelength_nm,resonance_frequency_thz,sigma_resonance_frequency_thz,fwhm_nm,sigma_fwhm_nm,Q,sigma_Q,amplitude,background_b,background_c,R2,local_fsr_nm,sigma_local_fsr_nm,finesse,sigma_finesse,ng_fit,sigma_ng_fit,neff_estimated,sigma_neff_estimated
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,113,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1574.96886212,6.26023807505e-05,190.348180977,7.56602215273e-06,0.00411050677253,0.000181483511012,383156.858577,16916.80754,-0.000192859588629,-23.4976195558,0.0150034536252,0.886075771232,0.972582306236,6.09084236739e-05,236.608856294,10.4465584295,10.4910852616,4.07477730798,2.47288295491,0.0656403566329
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,45,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1576.91402673,5.55172952409e-05,190.113381527,6.69318716972e-06,0.00334719204742,0.000210854155642,471115.49155,29677.6097018,-0.00020383547573,25.461441878,-0.0160661711182,0.898199240618,0.972582306236,5.73706551475e-05,290.566627925,18.3040611299,10.4910852616,4.07477730798,2.46298007762,0.0707539776802
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,114,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1576.91402673,5.55172952409e-05,190.113381527,6.69318716972e-06,0.00334719204742,0.000210854155642,471115.49155,29677.6097018,-0.00020383547573,25.461441878,-0.0160661711182,0.898199240618,0.967431570729,5.51265325177e-05,289.027805104,18.2071234251,10.4910852616,4.07477730798,2.46298007762,0.0707539776802
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,47,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1578.84888988,5.39372611199e-05,189.880399525,6.48676941563e-06,0.0039130188038,0.000181071070414,403486.149451,18670.9220276,-0.000214498285138,-25.280003857,0.0160918910853,0.917034787696,0.967431570729,5.43365771884e-05,247.234071502,11.440520271,10.4910852616,4.07477730798,2.45312964535,0.0758405173078
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,116,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1578.84888988,5.39372611199e-05,189.880399525,6.48676941563e-06,0.0039130188038,0.000181071070414,403486.149451,18670.9220276,-0.000214498285138,-25.280003857,0.0160918910853,0.917034787696,0.974007588061,5.74367119403e-05,248.914619862,11.5182869077,10.4910852616,4.07477730798,2.45312964535,0.0758405173078
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,48,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1580.79690505,6.68447387812e-05,189.646410011,8.01928742236e-06,0.00470854642723,0.000197489746865,335729.280678,14081.4350418,-0.000221182457902,21.5244095052,-0.0135353361433,0.886169069134,3.91959510159,6.2480274198e-05,832.442700135,34.9150024415,10.4910852616,4.07477730798,2.44321225577,0.0809616321693
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,121,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1586.68808008,6.13960284779e-05,188.942276534,7.31101817454e-06,0.00303133076751,0.00015860351624,523429.54358,27386.5745717,-0.000264641411556,-21.4942815275,0.0136314578958,0.832888179974,3.92393892723,8.41561606591e-05,1294.46082535,67.7280282259,10.4910852616,4.07477730798,2.41322014969,0.0964488749549
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,53,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1588.64478291,0.000127757088958,188.709560013,1.5175817971e-05,0.00826887037566,0.000371090558393,192123.55627,8622.12545822,-0.000349301820904,21.741407597,-0.0136090041161,0.843130571937,0.978351413694,0.000114820614057,118.317420548,5.30987012718,10.4910852616,4.07477730798,2.40325853108,0.101592828684
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,122,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1588.64478291,0.000127757088958,188.709560013,1.5175817971e-05,0.00826887037566,0.000371090558393,192123.55627,8622.12545822,-0.000349301820904,21.741407597,-0.0136090041161,0.843130571937,0.993198015029,0.000115070412355,120.112901752,5.39044758118,10.4910852616,4.07477730798,2.40325853108,0.101592828684
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,54,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1590.63117894,6.32390532928e-05,188.473897639,7.49319579228e-06,0.00441305355367,0.000215789607554,360437.769357,17624.6954294,-0.00024988029248,-7.71482927525,0.00492998888029,0.840237640368,8.9756289048,8.71809722653e-05,2033.88170926,99.4528027303,10.4910852616,4.07477730798,2.3931457437,0.106814842534
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,131,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1606.59604072,7.79862692959e-05,186.601018801,9.0578570682e-06,0.00479099839587,0.000323755251152,335336.376255,22660.6030193,-0.000320145439118,10.9329073124,-0.00672405972069,0.833354986439,8.98983844105,8.32003498127e-05,1876.40188918,126.799243163,10.4910852616,4.07477730798,2.31186826919,0.14878468544
mple 86  Diameter 100 um Coupling Distance 0.14 um,5040,63,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040/mple 86  Diameter 100 um Coupling Distance 0.14 um_5040_ParamFile.txt,False,1608.61085582,0.000107360600674,186.367297545,1.2438374973e-05,0.00694410657495,0.000346699249875,231651.233813,11565.6792028,-0.000356707831274,-10.023585968,0.00630704507441,0.811739165813,2.01481510258,0.000132695730058,290.147491377,14.4862415415,10.4910852616,4.07477730798,2.30161079967,0.154081409866
