StartWavelength[nm] EndWavelength[nm] w_r[nm] sigma(w_r)[nm] width[nm] sigma(width)[nm] Q_L[-] sigma(Q_L)[nm] Amplitude[-] sigma(Amp)[-] w_r1[nm] sigma1(w_r)[nm] width1[nm] sigma1(width)[nm] Q_L1[-] sigma1(Q_L)[nm] Amplitude1[-] sigma1(Amp)[-] b[-] c[-] R2
1.540174560546875000e+03 1.541174560546875000e+03 1.540448409973633034e+03 2.096074016803940471e-03 9.255587862395565565e-03 6.032902024489293115e-03 1.664344213329015474e+05 1.084839312568821624e+05 -3.043019175509570064e-05 1.416354865612419314e-05 nan nan nan nan nan nan nan nan -6.463940957414815891e+00 4.252012083027966773e-03 6.407595100481722206e-02
1.541583740234375000e+03 1.542583740234375000e+03 1.542081798445022741e+03 1.577473844947702435e-04 7.917226162820008642e-03 3.820036620211378418e-04 1.947755143950257043e+05 9.397857057630882991e+03 -4.681562919602412563e-04 1.465447047817071684e-05 1.541972191900794314e+03 1.577473844947702435e-04 1.127302619436563839e-02 3.820036620211378418e-04 1.367842285926281475e+05 1.410466939937666393e+04 -1.199038573460914803e-04 1.465447047817071684e-05 2.121918039068692963e+01 -1.369942714691011962e-02 8.422051497507209161e-01
1.541999145507812500e+03 1.542999145507812500e+03 1.542207031721953399e+03 1.779709397395213936e-04 1.005770168803683625e-05 4.275437381836146855e-01 1.533359289783207774e+08 6.518170682197350586e+12 -2.712922687832103330e-04 1.153044597492334944e+01 nan nan nan nan nan nan nan nan 5.350921583309672241e-02 -9.333328207837275387e-05 4.280273449529636842e-03
1.543439208984375000e+03 1.544439208984375000e+03 1.543938343252827281e+03 1.238597838991489428e-04 1.013388195046472338e-02 3.840304959181435672e-04 1.523540880779674626e+05 5.773563999054317719e+03 -3.668288695071983169e-04 7.714013661151582123e-06 1.544178339872700008e+03 1.238597838991489428e-04 2.003947403199793087e-01 3.840304959181435672e-04 7.705682980536519608e+03 4.472354721889749385e+02 -1.016533673996338144e-03 7.714013661151582123e-06 -3.506589501470568138e+00 2.331379476264340642e-03 8.740723553193068263e-01
1.543666870117187500e+03 1.544666870117187500e+03 1.544190221989105567e+03 2.410067555769047649e-03 2.586321524954797169e-01 1.024583198480178044e-02 5.970604223371238731e+03 2.365282397321175267e+02 -1.464432386957508891e-03 6.005303375286916129e-05 1.543938339818204440e+03 2.410067555769047649e-03 1.002629371030294356e-02 1.024583198480178044e-02 1.539889399241980282e+05 5.939059210600792539e+03 -3.646592724626721406e-04 6.005303375286916129e-05 -8.916257235571784179e+00 5.835682889971318017e-03 9.033771799675641700e-01
1.545292724609375000e+03 1.546292724609375000e+03 1.545795608021142925e+03 3.168345830580175529e-04 1.479881213397747988e-02 1.341645681337346602e-03 1.044540327984877949e+05 9.469699374111409270e+03 -7.265132576385896360e-04 3.232988638732205643e-05 nan nan nan nan nan nan nan nan 2.515345395986542343e+01 -1.621048084539142634e-02 7.841809411212955494e-01
1.547198120117187500e+03 1.548198120117187500e+03 1.547704964543991764e+03 2.844152056220213020e-04 1.780940241891742007e-02 5.153204773750055118e-04 8.690381227502590627e+04 2.514588248093481070e+03 -1.314726975277555549e-03 3.288077345783416746e-05 nan nan nan nan nan nan nan nan 4.589680670517581440e+00 -2.909623993630781891e-03 5.686248474190679358e-01
1.548849853515625000e+03 1.549849853515625000e+03 1.549558703470130240e+03 3.292779975734691955e-04 1.085581805136079901e-02 7.647503359412406677e-04 1.427399295141916955e+05 1.005547518687642696e+04 -6.363128214483907428e-04 2.987841883395413954e-05 nan nan nan nan nan nan nan nan 1.453480832978675785e+01 -9.320890215827269329e-03 6.343668614246724680e-01
1.549056640625000000e+03 1.550056640625000000e+03 1.549579508815002100e+03 1.982328086016794597e-03 2.804740333589537601e-02 5.265730996945311611e-03 5.524859076105034910e+04 1.037259005515262288e+04 -2.512128647317642279e-04 4.341146135452538527e-05 1.549556607499213669e+03 1.982328086016794597e-03 8.087529760733142697e-03 5.265730996945311611e-03 1.915982572358095204e+05 1.709520330829238083e+04 -4.839559305418015970e-04 4.341146135452538527e-05 5.918785256727529642e+00 -3.759777616135889875e-03 6.190015604714845798e-01
1.550602539062500000e+03 1.551602539062500000e+03 1.551185887687817512e+03 1.381323540564833186e-03 3.532984942669104705e-02 4.257924259801685977e-03 4.390581655057735043e+04 5.291492731383490536e+03 -3.081125875226617405e-04 2.870941264735438902e-05 nan nan nan nan nan nan nan nan -9.550090972292155200e+00 6.098909609550357686e-03 2.510499093186162600e-01
1.550935058593750000e+03 1.551935058593750000e+03 1.551441958106049697e+03 2.151832931858490281e-04 8.543577263476152470e-03 3.518767795350666414e-04 1.815916108979869459e+05 7.479053476451217648e+03 -6.056501379596772143e-04 2.053581824414658124e-05 nan nan nan nan nan nan nan nan -4.291682459358010959e+00 2.825983998640373314e-03 5.554496971231521751e-01
1.552590820312500000e+03 1.553590820312500000e+03 1.553313593534407801e+03 3.226875561715237075e-04 4.180909434294615042e-03 1.052704845353462587e-03 3.715252908357906272e+05 9.354578949407693290e+04 -5.729875975145983679e-05 1.151966106847064605e-05 1.553327466945396282e+03 3.226875561715237075e-04 1.350752357143780724e-02 1.052704845353462587e-03 1.149972057224440941e+05 9.513559586091314486e+03 -3.621730396998099847e-04 1.151966106847064605e-05 1.317354033328446405e+01 -8.424349462362807142e-03 7.074892619422876727e-01
1.552825561523437500e+03 1.553825561523437500e+03 1.553327578321660667e+03 3.227874888357840240e-04 1.453491712053451256e-02 9.175021608291422659e-04 1.068686918157355103e+05 6.745979688313937004e+03 -3.824913533502555165e-04 1.674643277473786900e-05 1.553313557528994124e+03 3.227874888357840240e-04 4.117194800033370516e-03 9.175021608291422659e-04 3.772747302402121713e+05 7.943566781571546744e+04 -5.522613900459948685e-05 1.674643277473786900e-05 1.378262476155583061e+00 -8.304343793020766296e-04 7.242454599587103692e-01
1.554243652343750000e+03 1.555243652343750000e+03 1.554740255731247089e+03 8.675392872938891831e-03 7.000657443068887542e-02 2.734133906645935114e-02 2.220848925082804271e+04 8.673611582350155004e+03 -1.544510282466072853e-04 4.729624183027764122e-05 nan nan nan nan nan nan nan nan 2.539900270136953964e+00 -1.575442787957839199e-03 3.244406150476941697e-02
1.554709960937500000e+03 1.555709960937500000e+03 1.555210774119351754e+03 1.580270575094425037e-04 6.304604796837718315e-03 6.200282213447708612e-04 2.466785507157274697e+05 2.425967494758369503e+04 -3.263807124602984694e-04 1.789550755352026012e-05 1.555227435285422871e+03 1.580270575094425037e-04 2.154891280823142963e-02 6.200282213447708612e-04 7.217196751992724603e+04 1.182179113756778679e+04 -1.365379634368430785e-04 1.789550755352026012e-05 -1.093419113883166816e+01 7.090259163835139697e-03 8.041846717682507029e-01
1.556596435546875000e+03 1.557596435546875000e+03 1.557099080398110118e+03 1.221775812729657476e-04 8.017049526240641391e-03 2.472048628926210175e-04 1.942234578072097502e+05 5.988859505079267365e+03 -4.768617497946546686e-04 1.040409172581036192e-05 nan nan nan nan nan nan nan nan -6.039871898650541748e-01 4.451440710679417526e-04 8.343276990967696261e-01
1.557887695312500000e+03 1.558887695312500000e+03 1.558419434387626552e+03 4.419757882056919544e-03 1.658105017040056306e-01 1.631753803840925790e-02 9.398798136258086743e+03 9.249428992210919205e+02 -4.181463093155680499e-04 3.761190171700588266e-05 nan nan nan nan nan nan nan nan 1.295610037043221752e+00 -7.734950536158361834e-04 3.186548111114134718e-01
1.558534790039062500e+03 1.559534790039062500e+03 1.559036393526574557e+03 1.929065673902743711e-04 1.338215979828804962e-02 7.903418818942893262e-04 1.165011042332657380e+05 6.880481428301515734e+03 -5.974294188672337738e-04 1.735397397302139322e-05 1.558944997521711457e+03 1.929065673902743711e-04 7.781116526320569840e-03 7.903418818942893262e-04 2.003497817117107916e+05 1.020451879144410668e+04 -4.262934762121297402e-04 1.735397397302139322e-05 5.094816263842021770e-02 2.462815811468212267e-05 8.920059874802149791e-01
1.559656250000000000e+03 1.560656250000000000e+03 1.559952863545223181e+03 6.294018532615493558e-03 2.092561575500012094e-01 2.945186557711415576e-02 7.454752499564924619e+03 1.049222977180945236e+03 -5.321216066303254911e-04 8.575238574294637563e-05 nan nan nan nan nan nan nan nan -1.031836580131272818e+01 6.558344478258900170e-03 5.613424328865307400e-01
1.560006835937500000e+03 1.561006835937500000e+03 1.560441671964623310e+03 6.297939341376216152e-03 1.486184359433204150e-01 2.277180328690915287e-02 1.049965074696210104e+04 1.608790860678961280e+03 -4.340109504649421841e-04 5.958573046518536142e-05 nan nan nan nan nan nan nan nan 8.955616922535867275e+00 -5.683329092761276943e-03 2.511177941159435933e-01
1.560405273437500000e+03 1.561405273437500000e+03 1.560929138028574243e+03 2.551351114703937634e-03 3.140998662686456111e-02 6.455871273294948483e-03 4.969531367751463404e+04 1.021415742099661293e+04 -1.160720309678856682e-04 2.447729057828283675e-05 1.560907115272033025e+03 2.551351114703937634e-03 1.138485339194035550e-02 6.455871273294948483e-03 1.371038397716250911e+05 1.679735381038909691e+04 -1.339011748782248747e-04 2.447729057828283675e-05 -7.537155764011699510e+00 4.883965339758562958e-03 6.032079380431819571e-01
1.561544677734375000e+03 1.562544677734375000e+03 1.562034822461066142e+03 1.876129765839898910e-03 1.612118850523459532e-02 5.401352752900484902e-03 9.689327942253569199e+04 3.246378400574480838e+04 -5.834713521893372890e-05 1.400955691457229852e-05 nan nan nan nan nan nan nan nan -5.252707314050277354e+00 3.422834197353161190e-03 8.961641238910511564e-02
