structure,measurement,left_fit_index,right_fit_index,left_resonance_wavelength_nm,right_resonance_wavelength_nm,center_wavelength_nm,sigma_center_wavelength_nm,center_frequency_thz,fsr_nm,sigma_fsr_nm,ng_pair,sigma_ng_pair
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,103,23,1542.39272334,1543.0572498,1542.72498657,0.000437428330928,194.326571885,0.664526460404,0.000874856661857,35.8149829388,0.0471508377652
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,23,104,1543.0572498,1543.0572498,1543.0572498,0.000284622237707,194.284727958,0,0.000569244475415,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,104,24,1543.0572498,1543.90097243,1543.47911111,0.000937572053047,194.231626357,0.8437226348,0.00187514410609,28.2359115209,0.0627533371695
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,24,105,1543.90097243,1543.90097243,1543.90097243,0.00129501849064,194.178553776,0,0.00259003698129,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,105,26,1543.90097243,1546.24818031,1545.07457637,0.000958385675303,194.031060109,2.34720788046,0.00191677135061,10.1706178921,0.00830551552382
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,26,107,1546.24818031,1546.24818031,1546.24818031,0.000399916633987,193.883790337,0,0.000799833267974,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,107,27,1546.24818031,1546.79414092,1546.52116062,0.000417454516697,193.849567425,0.545960612622,0.000834909033393,43.8076968365,0.0669928255894
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,27,108,1546.79414092,1546.79414092,1546.79414092,0.000434284737104,193.815356594,0,0.000868569474208,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,108,28,1546.79414092,1547.99638176,1547.39526134,0.000505544236946,193.740064668,1.20224083687,0.00101108847389,19.9164096027,0.0167497706374
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,28,109,1547.99638176,1547.99638176,1547.99638176,0.000567931966117,193.664831218,0,0.00113586393223,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,109,29,1547.99638176,1548.67095455,1548.33366816,0.000563686679074,193.622643598,0.674572790924,0.00112737335815,35.5385983574,0.0593935499853
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,29,110,1548.67095455,1548.67095455,1548.67095455,0.000559409176,193.580474354,0,0.001118818352,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,110,30,1548.67095455,1549.82529907,1549.24812681,0.000414274419109,193.508355964,1.15434452117,0.000828548838218,20.7924905816,0.0149241395279
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,30,111,1549.82529907,1549.82529907,1549.82529907,0.000174091821931,193.43629129,0,0.000348183643862,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,111,33,1549.82529907,1552.43602385,1551.13066146,0.000292489016161,193.273503934,2.61072478052,0.000584978032321,9.21585586838,0.00206497479487
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,33,114,1552.43602385,1552.43602385,1552.43602385,0.000375222183094,193.110990336,0,0.000750444366188,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,114,34,1552.43602385,1552.96549036,1552.70075711,0.00205338086244,193.078065189,0.529466506503,0.00410676172487,45.5341293833,0.353181605072
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,34,115,1552.96549036,1552.96549036,1552.96549036,0.00287957535858,193.045151268,0,0.00575915071716,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,115,35,1552.96549036,1554.32072249,1553.64310643,0.00207099380966,192.960955293,1.3552321341,0.00414198761933,17.8110217535,0.0544357367281
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,35,116,1554.32072249,1554.32072249,1554.32072249,0.000534861172256,192.876832729,0,0.00106972234451,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,116,37,1554.32072249,1556.21013254,1555.26542752,0.000456026893843,192.759674777,1.88941004895,0.000912053787687,12.8021471643,0.00617984192181
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,37,118,1556.21013254,1556.21013254,1556.21013254,0.000360339537423,192.642659067,0,0.000720679074845,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,118,38,1556.21013254,1556.89077416,1556.55045335,0.000422396970632,192.600540094,0.680641621588,0.000844793941264,35.5965494467,0.0441814770412
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,38,119,1556.89077416,1556.89077416,1556.89077416,0.000476438683745,192.558439535,0,0.000952877367489,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,119,39,1556.89077416,1557.71925017,1557.30501217,0.00239806486942,192.507219624,0.828476009849,0.00479612973885,29.2730130034,0.169464397773
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,39,120,1557.71925017,1557.71925017,1557.71925017,0.00335774275616,192.456026955,0,0.00671548551232,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,120,41,1557.71925017,1561.89004789,1559.80464903,0.00267112118569,192.198720645,4.17079771608,0.00534224237138,5.83339377444,0.00747183558614
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,41,122,1561.89004789,1561.89004789,1561.89004789,0.00173070516286,191.942101433,0,0.00346141032572,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,122,42,1561.89004789,1562.67767978,1562.28386383,0.00127783473388,191.89371723,0.787631886867,0.00255566946776,30.9882181244,0.100549069059
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,42,123,1562.67767978,1562.67767978,1562.67767978,0.000519983512695,191.845357414,0,0.00103996702539,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,123,43,1562.67767978,1563.84399262,1563.2608362,0.00118981994643,191.773791717,1.16631284327,0.00237963989286,20.9530783795,0.0427507896831
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,43,124,1563.84399262,1563.84399262,1563.84399262,0.00160030002074,191.702279393,0,0.00320060004148,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,124,44,1563.84399262,1564.98127277,1564.41263269,0.00113341765537,191.632598545,1.13728014653,0.00226683531073,21.5196483716,0.0428931357346
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,44,125,1564.98127277,1564.98127277,1564.98127277,9.1164722398e-05,191.562968335,0,0.000182329444796,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,125,46,1564.98127277,1566.86900691,1565.92513984,0.000392556704035,191.447503059,1.88773414582,0.00078511340807,12.9897610266,0.00540247840651
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,46,127,1566.86900691,1566.86900691,1566.86900691,0.000547622611984,191.332176894,0,0.00109524522397,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,127,48,1566.86900691,1568.42767706,1567.64834199,0.0023080707961,191.237058701,1.55867014929,0.00461614159221,15.7667825053,0.0466947650893
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,48,129,1568.42767706,1568.42767706,1568.42767706,0.00321783950416,191.142035036,0,0.00643567900831,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,129,49,1568.42767706,1569.60442319,1569.01605013,0.00254403285282,191.070357741,1.17674613181,0.00508806570564,20.920496775,0.0904569721923
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,49,130,1569.60442319,1569.60442319,1569.60442319,0.00160925922024,190.998734184,0,0.00321851844048,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,130,50,1569.60442319,1570.67525275,1570.13983797,0.00118347239995,190.933603969,1.07082955702,0.0023669447999,23.0227032363,0.0508890327321
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,50,131,1570.67525275,1570.67525275,1570.67525275,0.000459889774795,190.868518158,0,0.00091977954959,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,131,51,1570.67525275,1571.52442833,1571.09984054,0.000726654331695,190.816936177,0.849175583413,0.00145330866339,29.0676599418,0.0497474126832
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,51,132,1571.52442833,1571.52442833,1571.52442833,0.000918996425772,190.765382068,0,0.00183799285154,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,132,52,1571.52442833,1572.19657361,1571.86050097,0.000822652029485,190.724595354,0.672145273049,0.00164530405897,36.7590985696,0.0899803986358
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,52,133,1572.19657361,1572.19657361,1572.19657361,0.000713413129013,190.683826077,0,0.00142682625803,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,133,54,1572.19657361,1574.74282732,1573.46970046,0.000984179413565,190.529539852,2.54625371432,0.00196835882713,9.72333151389,0.00751654494073
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,54,135,1574.74282732,1574.74282732,1574.74282732,0.00119509829869,190.375503097,0,0.00239019659737,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,135,55,1574.74282732,1575.42822235,1575.08552483,0.000845738353792,190.334082355,0.685395024855,0.00169147670758,36.1965628663,0.0893289950458
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,55,136,1575.42822235,1575.42822235,1575.42822235,4.78203160765e-05,190.292679633,0,9.5640632153e-05,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,136,57,1575.42822235,1577.33590912,1576.38206573,0.000677844678416,190.177536599,1.90768676969,0.00135568935683,13.0261448401,0.00925698030308
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,57,138,1577.33590912,1577.33590912,1577.33590912,0.000957423643684,190.062532823,0,0.00191484728737,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,138,58,1577.33590912,1577.76751796,1577.55171354,0.00076130645303,190.036532829,0.431608847284,0.00152261290606,57.6602964596,0.203411759038
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,58,139,1577.76751796,1577.76751796,1577.76751796,0.000492458117373,190.010539948,0,0.000984916234746,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,139,60,1577.76751796,1579.97209849,1578.86980823,0.00070098084029,189.877883812,2.20458052592,0.00140196168058,11.3075020033,0.0071908010522
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,60,141,1579.97209849,1579.97209849,1579.97209849,0.000860368106999,189.745412774,0,0.001720736214,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,141,62,1579.97209849,1582.24605654,1581.10907751,0.00181657625454,189.60896643,2.27395804542,0.00363315250908,10.9936325344,0.0175647853375
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,62,143,1582.24605654,1582.24605654,1582.24605654,0.00242067455425,189.472716182,0,0.00484134910849,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,143,63,1582.24605654,1583.03458767,1582.6403221,0.0068386254793,189.425514953,0.788531133501,0.0136772509586,31.7647621347,0.550967056116
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,63,144,1583.03458767,1583.03458767,1583.03458767,0.00936343588618,189.378337236,0,0.0187268717724,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,144,64,1583.03458767,1583.97746573,1583.5060267,0.00680192229012,189.321955803,0.9428780568,0.0136038445802,26.5940151911,0.38369851854
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,64,145,1583.97746573,1583.97746573,1583.97746573,0.002204169251,189.265607931,0,0.004408338502,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,145,65,1583.97746573,1585.22789769,1584.60268171,0.00158724977564,189.190931872,1.25043196532,0.00317449955129,20.0807859085,0.0509795554428
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,65,146,1585.22789769,1585.22789769,1585.22789769,0.000424690020486,189.116314718,0,0.000849380040971,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,146,66,1585.22789769,1586.06406703,1585.64598236,0.0076096146828,189.06645073,0.836169342152,0.0152192293656,30.0689472172,0.547288982077
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,66,147,1586.06406703,1586.06406703,1586.06406703,0.0107532371697,189.016613031,0,0.0215064743394,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,147,67,1586.06406703,1587.321084,1586.69257552,0.00760379467067,188.941741221,1.25701696433,0.0152075893413,20.0283162489,0.242305802495
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,67,148,1587.321084,1587.321084,1587.321084,5.7246480802e-05,188.866928703,0,0.000114492961604,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,148,68,1587.321084,1587.92421154,1587.62264777,0.00040054508074,188.831054042,0.603127546704,0.000801090161481,41.7912543621,0.0555082673709
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,68,149,1587.92421154,1587.92421154,1587.92421154,0.0005635561763,188.795193008,0,0.0011271123526,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,149,69,1587.92421154,1589.15111855,1588.53766505,0.00186049588607,188.722285028,1.22690700414,0.00372099177214,20.5675891062,0.0623778757521
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,69,150,1589.15111855,1589.15111855,1589.15111855,0.00257007671487,188.649433336,0,0.00514015342974,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,150,70,1589.15111855,1590.05060171,1589.60086013,0.00959856377065,188.59605925,0.899483158835,0.0191971275413,28.0920311815,0.599551405188
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,70,151,1590.05060171,1590.05060171,1590.05060171,0.0133288993768,188.542715356,0,0.0266577987537,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,151,71,1590.05060171,1591.47745742,1590.76402956,0.00942728710825,188.458157482,1.42685570903,0.0188545742165,17.7350111979,0.23435181095
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,71,152,1591.47745742,1591.47745742,1591.47745742,0.000296522924449,188.373675419,0,0.000593045848898,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,152,72,1591.47745742,1592.97837478,1592.2279161,0.000601422996941,188.284889977,1.50091736133,0.00120284599388,16.8909348517,0.0135365229756
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,72,153,1592.97837478,1592.97837478,1592.97837478,0.000797178397709,188.196188189,0,0.00159435679542,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,153,73,1592.97837478,1594.93764733,1593.95801105,0.0256062907648,188.08052403,1.95927254863,0.0512125815295,12.967578925,0.338954218034
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,73,154,1594.93764733,1594.93764733,1594.93764733,0.0362039881789,187.965001956,0,0.0724079763579,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,154,74,1594.93764733,1597.08973051,1596.01368892,20.3180734909,187.838274873,2.15208318051,40.6361469818,11.8362511183,223.495114769
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,74,155,1597.08973051,1597.08973051,1597.08973051,28.7340722842,187.711718555,0,57.4681445684,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,155,76,1597.08973051,1602.32556659,1599.70764855,20.3180573843,187.404528741,5.2358360812,40.6361147686,4.88759487718,37.9335653578
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,76,157,1602.32556659,1602.32556659,1602.32556659,0.00130800383277,187.098342716,0,0.00261600766553,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,157,77,1602.32556659,1607.72584585,1605.02570622,0.112260896877,186.783586604,5.40027926501,0.224521793755,4.7703227763,0.198331870696
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,77,158,1607.72584585,1607.72584585,1607.72584585,0.158755494586,186.469887744,0,0.317510989173,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,158,78,1607.72584585,1612.92148394,1610.3236649,0.113191245129,186.169069321,5.1956380923,0.226382490258,4.99099871789,0.217467148318
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,78,159,1612.92148394,1612.92148394,1612.92148394,0.0205233741481,185.869219912,0,0.0410467482961,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,159,79,1612.92148394,1615.09649525,1614.0089896,4.29972858255,185.743982798,2.17501130801,8.5994571651,11.9770642521,47.3543949585
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,79,160,1615.09649525,1615.09649525,1615.09649525,6.08069984116,185.618914338,0,12.1613996823,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,160,80,1615.09649525,1616.71901402,1615.90775463,4.33509344896,185.525725178,1.62251876349,8.67018689793,16.0932368257,85.9968122087
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,80,161,1616.71901402,1616.71901402,1616.71901402,0.781767141912,185.432629542,0,1.56353428382,,
