structure,measurement,fit_index,param_file,is_double_resonance,resonance_wavelength_nm,sigma_resonance_wavelength_nm,resonance_frequency_thz,sigma_resonance_frequency_thz,fwhm_nm,sigma_fwhm_nm,Q,sigma_Q,amplitude,background_b,background_c,R2,local_fsr_nm,sigma_local_fsr_nm,finesse,sigma_finesse
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,2,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1521.51690549,0.0140171228433,197.035246154,0.0018152064166,0.560639836029,0.087563697435,2713.89367595,423.870281514,-0.00863299597644,42.3778427273,-0.0278852432685,0.259558481398,0,0.0198232052304,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,83,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1521.51690549,0.0140171228433,197.035246154,0.0018152064166,0.560639836029,0.087563697435,2713.89367595,423.870281514,-0.00863299597644,42.3778427273,-0.0278852432685,0.259558481398,1.26601669915,0.0121406200064,2.25816400797,0.353356179096
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,4,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1524.04893888,0.000373387394109,196.707894577,4.81928409796e-05,0.0022352038969,0.00142726802397,681838.887716,435381.686336,-6.92741989333e-05,26.3114241719,-0.017219452307,0.241509842369,1.26601669915,0.00701601716151,566.398752663,361.682115249
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,85,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1524.04893888,0.000373387394109,196.707894577,4.81928409796e-05,0.0022352038969,0.00142726802397,681838.887716,435381.686336,-6.92741989333e-05,26.3114241719,-0.017219452307,0.241509842369,1.45795156388,0.000439394613355,652.267815878,416.499408242
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,8,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1526.96484201,0.000594992493014,196.332259756,7.65022333699e-05,0.00362892619576,0.00164040007932,420775.942976,190205.270926,-5.19331669562e-05,2.37413990041,-0.00150374290084,0.0248090257139,1.45795156388,0.000548057101566,401.758394971,181.608744655
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,89,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1526.96484201,0.000594992493014,196.332259756,7.65022333699e-05,0.00362892619576,0.00164040007932,420775.942976,190205.270926,-5.19331669562e-05,2.37413990041,-0.00150374290084,0.0248090257139,1.56820852646,0.000534919553345,432.14120152,195.342816259
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,11,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1530.10125907,0.000287241212181,195.929815902,3.67813028638e-05,0.00308731348803,0.000728148955369,495609.294294,116890.426356,-0.000148039453646,3.53997016581,-0.00226587791409,0.11761887172,1.56820852646,0.000387794600487,507.952474715,119.801655573
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,92,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1530.10125907,0.000287241212181,195.929815902,3.67813028638e-05,0.00308731348803,0.000728148955369,495609.294294,116890.426356,-0.000148039453646,3.53997016581,-0.00226587791409,0.11761887172,0.563821135724,0.000250999938693,182.625165183,43.0725809518
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,12,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1531.22890134,6.69427738482e-05,195.785527388,8.55941673466e-06,0.00129967816902,0.000474008129498,1178160.05365,429689.023474,-0.000103406077246,15.3755334719,-0.0100016154182,0.10906899605,0.563821135724,0.000154880210878,433.815962415,158.217900492
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,93,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1531.22890134,6.69427738482e-05,195.785527388,8.55941673466e-06,0.00129967816902,0.000474008129498,1178160.05365,429689.023474,-0.000103406077246,15.3755334719,-0.0100016154182,0.10906899605,0.352642006218,0.000159235550315,271.330252845,98.9574552129
