status	reason	candidate_idx	candidate_wl	fit_center_wl	min_rr	baseline	depth	depth_fraction	noise	depth_sigma	edge_distance_nm	duplicates_merged	merged_candidate_wavelengths
selected	accepted	1755	1521.7532	1521.7561	0.0095731302	0.015881999	0.0063088691	0.39723393	0.00029358006	21.489433	0.49633789	0	
selected	accepted	3397	1523.3929	1523.3949	0.0010971382	0.014883814	0.013786676	0.92628649	0.00030239724	45.591276	0.49731445	0	
selected	accepted	5274	1525.2673	1525.2634	0.003695067	0.014962271	0.011267204	0.75304102	0.00036573507	30.807009	0.49536133	0	
selected	accepted	6583	1526.5746	1526.4458	0.014323099	0.016122134	0.0017990349	0.11158789	0.00035604639	5.0528105	0.3704834	0	
selected	accepted	7097	1527.0879	1527.0879	0.00059918621	0.015886647	0.015287461	0.96228366	0.0003741052	40.864068	0.49926758	0	
selected	accepted	8922	1528.9105	1528.9125	0.00013435883	0.015890772	0.015756414	0.99154485	0.00035495853	44.389449	0.49731445	0	
selected	accepted	10766	1530.752	1530.755	0.0012784231	0.013697444	0.012419021	0.90666703	0.00036271939	34.238646	0.49633789	0	
selected	accepted	12601	1532.5845	1532.5854	-0.00076567335	0.016178523	0.016944196	1.0473265	0.0003663088	46.256591	0.49841309	0	
selected	accepted	14447	1534.428	1534.4291	0.0001360777	0.014167006	0.014030928	0.99039474	0.00036096341	38.870776	0.49829102	0	
selected	accepted	16290	1536.2686	1536.2695	0.00062497162	0.014339507	0.013714536	0.9564161	0.00036839419	37.227884	0.49829102	0	
selected	accepted	18135	1538.1111	1538.1121	0.00022326979	0.014379712	0.014156442	0.98447328	0.00035848622	39.489502	0.49829102	0	
selected	accepted	20018	1539.9915	1539.9945	0.0028056378	0.014389379	0.011583741	0.80502022	0.00034854047	33.234994	0.49633789	0	
selected	accepted	21872	1541.843	1541.84	0.0020597163	0.013290703	0.011230987	0.84502578	0.00036554322	30.724102	0.49633789	0	
selected	accepted	23735	1543.7035	1543.7035	-0.00012719292	0.013230223	0.013357416	1.0096138	0.00035588838	37.532599	0.49926758	0	
selected	accepted	25602	1545.568	1545.566	0.00064342566	0.013582851	0.012939426	0.95262956	0.00036407564	35.540487	0.49743652	0	
selected	accepted	27459	1547.4225	1547.4225	0.00058119501	0.012016549	0.011435354	0.95163378	0.00036377458	31.435274	0.49926758	0	
selected	accepted	29356	1549.3169	1549.319	0.00162097	0.01215451	0.01053354	0.86663634	0.00035452849	29.711406	0.49731445	0	
selected	accepted	31242	1551.2004	1551.2004	-3.9543565e-05	0.0123368	0.012376343	1.0032053	0.00029235119	42.333823	0.49926758	0	
selected	accepted	33128	1553.0839	1553.0868	0.0003200823	0.010225885	0.0099058029	0.96869882	0.00037211094	26.620563	0.49633789	0	
selected	accepted	35330	1555.2828	1554.9703	0.0021035791	0.010676759	0.0085731802	0.80297588	0.00038124134	22.487541	0.18676758	1	1554.967285,1555.282837
selected	accepted	36622	1556.5731	1556.8857	0.0034227976	0.010624086	0.0072012882	0.67782662	0.00038171906	18.865415	0.18676758	1	1556.573120,1556.883667
selected	accepted	38821	1558.7692	1558.7692	-0.00042197519	0.0095922702	0.010014245	1.0439912	0.00038217415	26.203356	0.49926758	0	
selected	accepted	40728	1560.6736	1560.6626	0.0011614978	0.0093514066	0.0081899088	0.87579432	0.00038085961	21.503747	0.48828125	0	
selected	accepted	42621	1562.5641	1562.563	-0.00060315547	0.0097235211	0.010326677	1.0620306	0.00031262449	33.032207	0.49829102	0	
selected	accepted	44545	1564.4855	1564.4814	-0.00014032676	0.0084154822	0.0085558089	1.0166748	0.00040794153	20.973125	0.49536133	0	
selected	accepted	46454	1566.3918	1566.3889	0.000541916	0.0078864154	0.0073444994	0.93128488	0.0004094551	17.937252	0.49633789	0	
