structure,measurement,left_fit_index,right_fit_index,left_resonance_wavelength_nm,right_resonance_wavelength_nm,center_wavelength_nm,sigma_center_wavelength_nm,center_frequency_thz,fsr_nm,sigma_fsr_nm,ng_pair,sigma_ng_pair
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,80,19,1541.47375398,1543.28354684,1542.37865041,0.00133317051113,194.37020729,1.80979286521,0.00266634102226,13.1447744489,0.0193660148313
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,19,82,1543.28354684,1543.28354684,1543.28354684,0.00153356564558,194.256239311,0,0.00306713129116,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,82,21,1543.28354684,1545.01943738,1544.15149211,0.00154003845142,194.147050682,1.7358905417,0.00308007690284,13.735911184,0.0243723256129
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,21,84,1545.01943738,1545.01943738,1545.01943738,0.00154648416559,194.037984731,0,0.00309296833118,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,84,23,1545.01943738,1546.72965496,1545.87454617,0.00148517103031,193.93065158,1.71021757968,0.00297034206062,13.9732402526,0.024269034033
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,23,86,1546.72965496,1546.72965496,1546.72965496,0.0014212152209,193.823437107,0,0.00284243044181,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,86,25,1546.72965496,1549.92409026,1548.32687261,0.00102788510119,193.6234934,3.19443529875,0.00205577020238,7.50466320415,0.00482961599978
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,25,88,1549.92409026,1549.92409026,1549.92409026,0.000305356936027,193.423961782,0,0.000610713872053,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,88,26,1549.92409026,1551.79031525,1550.85720275,0.00037011208194,193.307583359,1.86622498227,0.000740224163879,12.8878248131,0.00511186290196
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,26,89,1551.79031525,1551.79031525,1551.79031525,0.000425115334957,193.191344897,0,0.000850230669914,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,89,27,1551.79031525,1553.64937772,1552.71984648,0.000597840429123,193.075691458,1.85906246957,0.00119568085825,12.968574005,0.00834091756707
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,27,90,1553.64937772,1553.64937772,1553.64937772,0.000730823719766,192.960176408,0,0.00146164743953,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,90,29,1553.64937772,1557.51264522,1555.58101147,0.000523040114794,192.720569221,3.86326750717,0.00104608022959,6.2636933082,0.00169606322321
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,29,92,1557.51264522,1557.51264522,1557.51264522,0.000114186750522,192.481556358,0,0.000228373501045,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,92,30,1557.51264522,1559.4042141,1558.45842966,0.000141639012153,192.364744734,1.89156887891,0.000283278024306,12.8400964092,0.00192291164359
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,30,93,1559.4042141,1559.4042141,1559.4042141,0.000164574012324,192.248074803,0,0.000329148024648,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,93,31,1559.4042141,1559.92606304,1559.66513857,0.0057053159499,192.215912625,0.521848940165,0.0114106318998,46.6141666151,1.01925497092
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,31,94,1559.92606304,1559.92606304,1559.92606304,0.00806685661028,192.183761207,0,0.0161337132206,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,94,32,1559.92606304,1561.30296866,1560.61451585,0.00570447318764,192.098980854,1.37690561557,0.0114089463753,17.6883414487,0.146564452435
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,32,95,1561.30296866,1561.30296866,1561.30296866,8.86178669111e-05,192.014275268,0,0.000177235733822,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,95,34,1561.30296866,1565.12270581,1563.21283723,8.54439077603e-05,191.779680194,3.81973714931,0.000170887815521,6.39738882275,0.000286207930533
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,34,97,1565.12270581,1565.12270581,1565.12270581,8.21474065984e-05,191.545657659,0,0.000164294813197,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,97,35,1565.12270581,1567.04301242,1566.08285911,9.09287985952e-05,191.428222495,1.92030660891,0.00018185759719,12.771999587,0.00120953960766
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,35,98,1567.04301242,1567.04301242,1567.04301242,9.89337981535e-05,191.310931241,0,0.000197867596307,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,98,37,1567.04301242,1570.88771333,1568.96536287,0.000109439706869,191.076530492,3.84470091832,0.000218879413739,6.40271470316,0.000364508625758
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,37,100,1570.88771333,1570.88771333,1570.88771333,0.000119021857078,190.842703432,0,0.000238043714156,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,100,38,1570.88771333,1572.81622094,1571.85196713,0.000124407955295,190.725630828,1.9285076017,0.000248815910589,12.8115575194,0.00165294746397
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,38,101,1572.81622094,1572.81622094,1572.81622094,0.000129570352392,190.608701773,0,0.000259140704784,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,101,44,1572.81622094,1582.55010855,1577.68316474,0.000110045416514,190.020699149,9.73388761586,0.000220090833027,2.55713263451,5.78198748019e-05
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,44,107,1582.55010855,1582.55010855,1582.55010855,8.62062130729e-05,189.436313189,0,0.000172412426146,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,107,46,1582.55010855,1586.99100326,1584.77055591,0.047240998358,189.170890942,4.44089471155,0.094481996716,5.65538675875,0.120321323921
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,46,109,1586.99100326,1586.99100326,1586.99100326,0.0668088049602,188.90621143,0,0.13361760992,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,109,48,1586.99100326,1590.41620049,1588.70360188,0.0472412115691,188.702573372,3.42519722696,0.0944824231382,7.36885781276,0.20326688184
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,48,111,1590.41620049,1590.41620049,1590.41620049,0.000218450951508,188.499373879,0,0.000436901903016,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,111,49,1590.41620049,1592.49245204,1591.45432627,0.00347810939735,188.376413355,2.07625155524,0.0069562187947,12.1985549689,0.0408697536399
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,49,112,1592.49245204,1592.49245204,1592.49245204,0.00491393621669,188.253613143,0,0.00982787243337,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,112,50,1592.49245204,1594.38436644,1593.43840924,0.00347498391992,188.14185491,1.89191439745,0.00694996783983,13.4205118766,0.0493004291347
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,50,113,1594.38436644,1594.38436644,1594.38436644,6.52483384688e-05,188.030229291,0,0.000130496676938,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,113,51,1594.38436644,1596.37926192,1595.38181418,9.44811742216e-05,187.91267102,1.99489547723,0.000188962348443,12.7587794051,0.00120854993756
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,51,114,1596.37926192,1596.37926192,1596.37926192,0.000116602053548,187.795259655,0,0.000233204107096,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,114,52,1596.37926192,1598.35626363,1597.36776277,0.00015349794683,187.679046107,1.97700170936,0.000306995893659,12.9063306191,0.00200414269657
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,52,115,1598.35626363,1598.35626363,1598.35626363,0.000183104343122,187.562976304,0,0.000366208686245,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,115,53,1598.35626363,1600.34749818,1599.3518809,0.000297542939286,187.44621592,1.9912345467,0.000595085878572,12.845932405,0.0038390449326
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,53,116,1600.34749818,1600.34749818,1600.34749818,0.000378861981423,187.329600816,0,0.000757723962846,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,116,54,1600.34749818,1602.08900045,1601.21824931,0.00286915243212,187.227729967,1.74150227243,0.00573830486423,14.7223458879,0.0485106223091
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,54,117,1602.08900045,1602.08900045,1602.08900045,0.00403986818553,187.125969853,0,0.00807973637107,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,117,55,1602.08900045,1604.37260191,1603.23080118,0.0028686006812,186.9927011,2.28360146651,0.0057372013624,11.2556811666,0.0282782156949
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,55,118,1604.37260191,1604.37260191,1604.37260191,0.000370411635763,186.859622037,0,0.000740823271526,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,118,59,1604.37260191,1612.44498958,1608.40879575,0.000290486337423,186.390710367,8.07238766949,0.000580972674845,3.20472573935,0.000230648181208
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,59,122,1612.44498958,1612.44498958,1612.44498958,0.000177650906414,185.924146211,0,0.000355301812828,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,122,61,1612.44498958,1616.5104692,1614.47772939,0.00019167153676,185.690054773,4.06547961123,0.00038334307352,6.41139198312,0.000604546261631
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,61,124,1616.5104692,1616.5104692,1616.5104692,0.000204734245934,185.456552069,0,0.000409468491867,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,124,62,1616.5104692,1618.55760478,1617.53403699,0.000172250941723,185.339196051,2.04713557982,0.000344501883446,12.7808650614,0.00215082755404
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,62,125,1618.55760478,1618.55760478,1618.55760478,0.000132002509033,185.221988464,0,0.000264005018065,,
