structure,measurement,fit_index,param_file,is_double_resonance,resonance_wavelength_nm,sigma_resonance_wavelength_nm,resonance_frequency_thz,sigma_resonance_frequency_thz,fwhm_nm,sigma_fwhm_nm,Q,sigma_Q,amplitude,background_b,background_c,R2,local_fsr_nm,sigma_local_fsr_nm,finesse,sigma_finesse
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,1,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1522.24353942,8.85016416398e-05,196.941192546,1.14499542257e-05,0.00520422076782,0.000157442048572,292501.722609,8848.98479004,-0.000514670900515,-20.8659367401,0.0137820339768,0.742548953915,0,0.000125160221899,,
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,64,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1522.24353942,8.85016416398e-05,196.941192546,1.14499542257e-05,0.00520422076782,0.000157442048572,292501.722609,8848.98479004,-0.000514670900515,-20.8659367401,0.0137820339768,0.742548953915,0.430971774426,0.00079051816729,82.811970063,2.50989147951
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,2,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1523.10548297,0.00157358770634,196.829741178,0.00020335351978,0.161225024383,0.00569924588148,9447.07863312,333.950788476,-0.00137179357358,16.4058740015,-0.0106966299296,0.830894067838,0.430971774426,0.00136348518045,2.67310720575,0.094871057769
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,65,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1523.10548297,0.00157358770634,196.829741178,0.00020335351978,0.161225024383,0.00569924588148,9447.07863312,333.950788476,-0.00137179357358,16.4058740015,-0.0106966299296,0.830894067838,0.431787444855,0.00136411848744,2.67816641062,0.0950495377539
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,3,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1523.96905786,0.000121417389364,196.718205303,1.56728975598e-05,0.00947967819319,0.000334924845119,160761.686927,5679.84292273,-0.000233503176956,10.7559823366,-0.0069882296377,0.841511769997,0.431787444855,0.000793789143422,45.5487450159,1.61145176381
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,66,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1523.96905786,0.000121417389364,196.718205303,1.56728975598e-05,0.00947967819319,0.000334924845119,160761.686927,5679.84292273,-0.000233503176956,10.7559823366,-0.0069882296377,0.841511769997,0.415674589394,0.000814189726841,43.8490190197,1.55160094849
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,4,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1524.80040704,0.00161474242462,196.610950925,0.000208208262627,0.19134909621,0.00611877197789,7968.68361149,254.814676292,-0.00183467080876,-6.61521581711,0.00440766893329,0.828006241336,0.415674589394,0.0013997251048,2.17233630901,0.0698489151195
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,67,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1524.80040704,0.00161474242462,196.610950925,0.000208208262627,0.19134909621,0.00611877197789,7968.68361149,254.814676292,-0.00183467080876,-6.61521581711,0.00440766893329,0.828006241336,3.26088361464,0.00140207386876,17.0415417644,0.544986812537
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,9,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1531.32217427,0.00020264560275,195.773602079,2.59074545268e-05,0.0134444401333,0.000352773399066,113900.032957,2988.66307426,-0.00122063599296,2.7106546286,-0.00169837685572,0.659630856535,3.26088361464,0.000826224669627,242.545140021,6.3645240455
mple 73  Diameter 100 um Coupling Distance 0.05 um,5041,72,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041/mple 73  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1531.32217427,0.00020264560275,195.773602079,2.59074545268e-05,0.0134444401333,0.000352773399066,113900.032957,2988.66307426,-0.00122063599296,2.7106546286,-0.00169837685572,0.659630856535,2.77409512631,0.000206071694637,206.337720188,5.41418979751
