structure,measurement,left_fit_index,right_fit_index,left_resonance_wavelength_nm,right_resonance_wavelength_nm,center_wavelength_nm,sigma_center_wavelength_nm,center_frequency_thz,fsr_nm,sigma_fsr_nm,ng_pair,sigma_ng_pair
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,85,34,1582.61932976,1584.57684986,1583.59808981,9.37596799487e-05,189.310949495,1.95752010542,0.000187519359897,12.8110199385,0.00122722422478
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,34,86,1584.57684986,1584.57684986,1584.57684986,0.000119419589658,189.194016072,0,0.000238839179316,,
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,86,37,1584.57684986,1590.49157322,1587.53421154,9.98173930702e-05,188.84157319,5.91472335451,0.00019963478614,4.26100211584,0.000143819093313
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,37,89,1590.49157322,1590.49157322,1590.49157322,7.52727409131e-05,188.490440973,0,0.000150545481826,,
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,89,39,1590.49157322,1594.45213321,1592.47185322,6.43629016487e-05,188.256048228,3.96055999241,0.000128725803297,6.40305059927,0.00020811208078
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,39,91,1594.45213321,1594.45213321,1594.45213321,5.11779316963e-05,188.022237705,0,0.000102355863393,,
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,91,41,1594.45213321,1598.44600826,1596.44907074,9.40397709198e-05,187.787047827,3.99387504943,0.00018807954184,6.38139552167,0.00030051358317
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,41,93,1598.44600826,1598.44600826,1598.44600826,0.000122750871022,187.552445594,0,0.000245501742043,,
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,93,42,1598.44600826,1600.42913816,1599.43757321,0.000114941875575,187.436173203,1.9831298967,0.00022988375115,12.8998133448,0.00149534317707
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,42,94,1600.42913816,1600.42913816,1600.42913816,0.000106562156438,187.320044888,0,0.000213124312877,,
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,94,43,1600.42913816,1601.97027262,1601.19970539,0.0269420739657,187.229898301,1.54113446159,0.0538841479314,16.6360597367,0.581662626724
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,43,95,1601.97027262,1601.97027262,1601.97027262,0.0381016973854,187.139838438,0,0.0762033947709,,
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,95,45,1601.97027262,1606.45074236,1604.21050749,0.0269420728698,186.878502915,4.48046974102,0.0538841457397,5.74379808612,0.069077770455
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,45,97,1606.45074236,1606.45074236,1606.45074236,0.000106006585376,186.61789627,0,0.000212013170752,,
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,97,46,1606.45074236,1608.47088424,1607.4608133,0.000134778371933,186.500632251,2.02014187998,0.000269556743865,12.7908355938,0.00170674087343
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,46,98,1608.47088424,1608.47088424,1608.47088424,0.000158407774237,186.38351551,0,0.000316815548473,,
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,98,47,1608.47088424,1610.56725636,1609.5190703,0.00138792173961,186.262134778,2.09637211904,0.00277584347922,12.3573081998,0.0163625446893
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,47,99,1610.56725636,1610.56725636,1610.56725636,0.0019564152135,186.14091204,0,0.00391283042701,,
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,99,51,1610.56725636,1618.63442263,1614.60083949,0.00138874836829,185.675896275,8.06716626784,0.00277749673659,3.23153854072,0.00111262114663
mple 81  Diameter 100 um Coupling Distance 0.11 um,5040,51,103,1618.63442263,1618.63442263,1618.63442263,0.000172289213962,185.213198119,0,0.000344578427925,,
