StartWavelength[nm] EndWavelength[nm] w_r[nm] sigma(w_r)[nm] width[nm] sigma(width)[nm] Q_L[-] sigma(Q_L)[nm] Amplitude[-] sigma(Amp)[-] w_r1[nm] sigma1(w_r)[nm] width1[nm] sigma1(width)[nm] Q_L1[-] sigma1(Q_L)[nm] Amplitude1[-] sigma1(Amp)[-] b[-] c[-] R2
1.520133666992187500e+03 1.521133666992187500e+03 1.520633424293738926e+03 5.836009951147718713e-05 4.658788700800293309e-03 1.893522110103937274e-04 3.264010286692166119e+05 1.326627164781989632e+04 -2.728279274153176735e-04 5.874321103714551726e-06 nan nan nan nan nan nan nan nan -1.617916827680372593e+00 1.154598614353615459e-03 8.568947296412021686e-01
1.521774414062500000e+03 1.522774414062500000e+03 1.522272934879674267e+03 5.110868508842061984e-04 5.561175764972919877e-03 9.111658711960223542e-04 2.737322104558741557e+05 4.484940928965184139e+04 -6.395164046100183081e-05 1.919586923054909574e-05 1.522276498165272642e+03 5.110868508842061984e-04 4.186931878795504755e-03 9.111658711960223542e-04 3.635780428802201059e+05 7.976002005986777658e+04 -4.932560751972260452e-05 1.919586923054909574e-05 -9.742677831636734620e-01 7.340694499420505857e-04 6.159673903652358451e-01
1.523546020507812500e+03 1.524546020507812500e+03 1.524045286717148429e+03 6.305241919284739101e-05 3.637574288477119118e-03 1.954716714961068328e-04 4.189729654580317438e+05 2.251427445185536635e+04 -1.955883234571087926e-04 5.721282627045019321e-06 nan nan nan nan nan nan nan nan 1.000879358317463819e+01 -6.481512351588404261e-03 7.890602021467929550e-01
1.525436523437500000e+03 1.526436523437500000e+03 1.525936166768186240e+03 3.730941738235496729e-05 2.661431372747627162e-03 1.041878169528649326e-04 5.733516867627623724e+05 2.244516285550348402e+04 -1.205564705050297692e-04 2.888015070830378538e-06 1.525926900081200756e+03 3.730941738235496729e-05 2.223900481717842707e-03 1.041878169528649326e-04 6.861489138679914176e+05 4.269894513950649707e+04 -5.840185581814446599e-05 2.888015070830378538e-06 -7.500809633112746511e+00 5.007661533784897416e-03 8.722305504808958165e-01
1.527241088867187500e+03 1.528241088867187500e+03 1.527742358890693367e+03 7.091405344407961196e-05 6.296292997578798421e-03 1.968669138282591526e-04 2.426415605941746326e+05 7.586701447831171208e+03 -2.736340298630512437e-04 5.233124546140961341e-06 nan nan nan nan nan nan nan nan -2.290820042887023344e+00 1.590978812928103576e-03 8.548233330328915969e-01
1.529089599609375000e+03 1.530089599609375000e+03 1.529589492637662943e+03 2.473867414057893477e-04 2.099511622067042407e-02 7.072188440517991745e-04 7.285453800592581683e+04 2.454099401571559156e+03 -2.928686157661123638e-04 6.974016419404158392e-06 nan nan nan nan nan nan nan nan 1.417387164651660569e+01 -9.174620336408697424e-03 8.637947743724759819e-01
1.530925048828125000e+03 1.531925048828125000e+03 1.531424481672260526e+03 4.811512577895079494e-05 3.864964277542458880e-03 1.079393661075283515e-04 3.962325060986121534e+05 1.106584239032174992e+04 -3.332855681258894910e-04 6.229875429920491006e-06 nan nan nan nan nan nan nan nan -1.694524635625398545e+01 1.115129766416039260e-02 9.182682332078964116e-01
1.532752563476562500e+03 1.533752563476562500e+03 1.533252068677888701e+03 2.704898541437337673e-05 2.671553368384224289e-03 1.021432457525755713e-04 5.739178138167649740e+05 2.194297482214547927e+04 -2.438467951147311997e-04 5.051141987762385305e-06 1.533262059369214967e+03 2.704898541437337673e-05 1.831758058770251206e-03 1.021432457525755713e-04 8.370439818883989938e+05 1.029611462511349091e+05 -2.499043428871769221e-05 5.051141987762385305e-06 8.408961522633902064e+00 -5.389557674550579137e-03 9.319998226020915766e-01
1.534602050781250000e+03 1.535602050781250000e+03 1.535102075986560521e+03 3.880595718207704005e-05 3.742859179707156998e-03 1.376701416204287646e-04 4.101415528293179232e+05 1.508585895205009911e+04 -2.264911385458172853e-04 4.223441181532738270e-06 nan nan nan nan nan nan nan nan -3.830170658984837218e+00 2.581730931889836093e-03 9.007389425446566955e-01
1.536455566406250000e+03 1.537455566406250000e+03 1.536955334882002489e+03 4.088615365296521012e-05 3.424857433704815886e-03 1.683149373046019092e-04 4.487647630983026465e+05 2.205458604555933925e+04 -2.318058877812612594e-04 5.601244462867532389e-06 nan nan nan nan nan nan nan nan 4.058390922516739607e+00 -2.552247099398609678e-03 8.839604263338362022e-01
1.538294189453125000e+03 1.539294189453125000e+03 1.538793709369241924e+03 4.534746728091603970e-05 3.392063359663107305e-03 1.371340575914579616e-04 4.536453321208221023e+05 1.833993605218152879e+04 -1.594841974946097974e-04 3.822875832573564825e-06 1.538808049553592127e+03 4.534746728091603970e-05 7.377812105497166643e-03 1.371340575914579616e-04 2.085724097537039197e+05 1.511492173658460160e+04 -8.782578857733324123e-05 3.822875832573564825e-06 -1.279581383189037425e+01 8.408778004918486190e-03 8.838309032632470919e-01
1.540156616210937500e+03 1.541156616210937500e+03 1.540922909810600913e+03 4.456161854970212832e-03 1.042894990109676477e-02 1.294651234424505290e-02 1.477543687930219166e+05 1.834224708759041387e+05 -5.404376273069679568e-06 4.899727845675640032e-06 1.540656617540373190e+03 4.456161854970212832e-03 4.333050797871990448e-03 1.294651234424505290e-02 3.555593251519245678e+05 1.232859031297091315e+04 -2.272246695787270095e-04 4.899727845675640032e-06 1.786879235684566325e+01 -1.150954959292332762e-02 9.102043991421723268e-01
1.542017089843750000e+03 1.543017089843750000e+03 1.542527251414098146e+03 6.661162937833959566e-05 2.255127672607599391e-03 1.768045613977717995e-04 6.840088346884932835e+05 5.362706665271882230e+04 -3.496832543428349938e-05 1.969017238253756432e-06 1.542517023693195597e+03 6.661162937833959566e-05 3.185162259774278540e-03 1.768045613977717995e-04 4.842820860882950365e+05 1.925164997668518845e+04 -2.070401102276390787e-04 1.969017238253756432e-06 -1.467641117921471938e+01 9.603846024783507795e-03 9.358378374524389809e-01
1.543881591796875000e+03 1.544881591796875000e+03 1.544381344022135409e+03 4.219157909144377990e-05 3.692356408248908574e-03 1.435339435454779380e-04 4.182644287999691442e+05 1.625930334795137060e+04 -2.272994353957464816e-04 4.577697800959426473e-06 nan nan nan nan nan nan nan nan 7.424632806824991604e+00 -4.718574773132084947e-03 8.937152583341874124e-01
