StartWavelength[nm] EndWavelength[nm] w_r[nm] sigma(w_r)[nm] width[nm] sigma(width)[nm] Q_L[-] sigma(Q_L)[nm] Amplitude[-] sigma(Amp)[-] w_r1[nm] sigma1(w_r)[nm] width1[nm] sigma1(width)[nm] Q_L1[-] sigma1(Q_L)[nm] Amplitude1[-] sigma1(Amp)[-] b[-] c[-] R2
1.519783081054687500e+03 1.520783081054687500e+03 1.520290891121768709e+03 7.982691869617027786e-03 2.272885180243205683e-01 3.754609778973740791e-02 6.688815186691889721e+03 1.104934430506562194e+03 -7.065171841011907115e-04 1.385403174186434377e-04 1.520566611059139632e+03 7.982691869617027786e-03 2.994067241294017662e-02 3.754609778973740791e-02 5.078598737154480477e+04 2.415987073417069405e+04 -5.453274836060708437e-05 1.385403174186434377e-04 1.885048519158882030e+01 -1.236276920314356188e-02 3.840960930210993718e-01
1.520710815429687500e+03 1.521710815429687500e+03 1.521211477359205446e+03 5.105732748958038796e-04 8.751037246130388345e-03 2.061822254096528154e-03 1.738321337886966940e+05 4.095639772090661427e+04 -1.972537747463046166e-04 2.298890741439630240e-05 nan nan nan nan nan nan nan nan 2.181515956157674196e+01 -1.431095651014080254e-02 5.790226829601778924e-01
1.521586669921875000e+03 1.522586669921875000e+03 1.522042549942730375e+03 2.043268637564663980e-04 3.724114058964477121e-03 4.806919408958874027e-04 4.086992304327939637e+05 5.275306373782990704e+04 -1.391149845078916837e-04 1.566482811033909189e-05 nan nan nan nan nan nan nan nan 2.049660413840217466e+00 -1.322701160279006558e-03 2.254299318210872816e-02
1.522248779296875000e+03 1.523248779296875000e+03 1.522750521063592259e+03 8.458942211637361175e-04 1.402779927245154969e-02 2.493083636070371825e-03 1.085523460585896100e+05 1.929241161502189061e+04 -2.180028579793727602e-04 2.245260256124171128e-05 nan nan nan nan nan nan nan nan -3.231737065283294896e+01 2.125174520683574195e-02 6.302236222122203912e-01
1.524084350585937500e+03 1.525084350585937500e+03 1.524584898715336749e+03 2.489629701964535366e-04 1.376149268705787344e-03 7.350810004646213475e-04 1.107863030112385284e+06 5.917737872423522640e+05 -4.997818747133138840e-05 1.560656723367465226e-05 1.524580730134307487e+03 2.489629701964535366e-04 5.930975480595492580e-06 7.350810004646213475e-04 2.570539593566543758e+08 4.778710797658395386e+10 -3.598618759564692002e-03 1.560656723367465226e-05 1.739617657868979331e-02 1.321114100416732597e-05 7.394191426613183626e-02
1.525932861328125000e+03 1.526932861328125000e+03 1.526108900518458313e+03 4.337214674427992446e-03 1.211124980334958023e-01 1.956027931478089565e-02 1.260075487912391873e+04 2.035085470557681447e+03 -5.753134127593638372e-04 1.062900236441856767e-04 nan nan nan nan nan nan nan nan 1.949229343530693015e+01 -1.279860924176831789e-02 2.703358869285764632e-01
1.527759399414062500e+03 1.528759399414062500e+03 1.528258428399937884e+03 7.155883059436619724e-04 5.836402972220074495e-03 2.046220422804953445e-03 2.618493677825355553e+05 9.180338071342204057e+04 -1.211959813722631921e-04 2.557740836654051985e-05 nan nan nan nan nan nan nan nan 1.920935741886579562e+00 -1.234711631882911761e-03 1.278096736751143103e-01
1.529599853515625000e+03 1.530599853515625000e+03 1.530213097723420560e+03 1.050815733437697463e-02 1.130561630343876883e-01 3.723194326312065372e-02 1.353498169982987929e+04 4.457374611870764966e+03 -2.084813823635888960e-04 6.117604907499165452e-05 nan nan nan nan nan nan nan nan -6.194008501237814102e+00 4.019479545134750122e-03 7.220461469028804924e-02
1.530405761718750000e+03 1.531405761718750000e+03 1.531146702973453330e+03 8.664106670100078485e-04 1.078066635506131417e-04 6.658611289061846551e-03 1.420270929963999428e+07 8.772214755857611895e+08 -4.296449630603896774e-05 2.546902373395319198e-03 1.530643851257165124e+03 8.664106670100078485e-04 2.438324340826975543e-03 6.658611289061846551e-03 6.277441543064103462e+05 1.172974188111199619e+05 -8.761722109812625572e-05 2.546902373395319198e-03 2.240841527875187467e+01 -1.461459472155182508e-02 3.638227974010843635e-01
1.531435424804687500e+03 1.532435424804687500e+03 1.531933930711231824e+03 2.981764638410890045e-04 1.910935304724083097e-03 9.719240490963843883e-04 8.016670825663694413e+05 4.077372556721641449e+05 -5.567993182371785049e-05 1.616128949684907660e-05 1.531929878866071704e+03 2.981764638410890045e-04 1.103556801838600105e-04 9.719240490963843883e-04 1.388174923405640014e+07 6.704248543782401085e+08 -2.264403875064239288e-04 1.616128949684907660e-05 9.127389337239033215e-03 1.604672951949888553e-05 9.007737945945648583e-02
