structure,measurement,left_fit_index,right_fit_index,left_resonance_wavelength_nm,right_resonance_wavelength_nm,center_wavelength_nm,sigma_center_wavelength_nm,center_frequency_thz,fsr_nm,sigma_fsr_nm,ng_pair,sigma_ng_pair
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,60,27,1561.88441885,1565.76801592,1563.82621739,0.00680516763116,191.704458377,3.88359707003,0.0136103352623,6.29713225675,0.0220688047562
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,27,61,1565.76801592,1565.76801592,1565.76801592,0.00864706413514,191.466714706,0,0.0172941282703,,
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,61,28,1565.76801592,1567.79050883,1566.77926238,0.00613858351667,191.34313633,2.02249290761,0.0122771670333,12.1374826472,0.0736783923523
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,28,62,1567.79050883,1567.79050883,1567.79050883,0.000769868186821,191.219717374,0,0.00153973637364,,
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,62,29,1567.79050883,1571.73026813,1569.76038848,1.10346727753,190.979757293,3.93975929534,2.20693455506,6.25456402922,3.50362951695
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,29,63,1571.73026813,1571.73026813,1571.73026813,1.56053819962,190.740398705,0,3.12107639923,,
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,63,30,1571.73026813,1573.369996,1572.55013207,1.10346714706,190.640954388,1.63972787617,2.20693429411,15.0812458201,20.2980855397
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,30,64,1573.369996,1573.369996,1573.369996,0.000129617779598,190.541613709,0,0.000259235559196,,
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,64,31,1573.369996,1575.20473981,1574.2873679,14.2306025789,190.430580917,1.83474380241,28.4612051579,13.5080479002,209.541835301
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,31,65,1575.20473981,1575.20473981,1575.20473981,20.1251111674,190.319677452,0,40.2502223349,,
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,65,32,1575.20473981,1603.0569428,1589.1308413,3684.21753352,188.651840495,27.8522029964,7368.43506704,0.9066919522,239.906582378
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,32,66,1603.0569428,1603.0569428,1603.0569428,5210.23153502,187.012981258,0,10420.46307,,
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,66,33,1603.0569428,1614.31288284,1608.68491282,3684.21528678,186.358717988,11.2559400344,7368.43057356,2.29911241604,1505.09551886
mple 78  Diameter 100 um Coupling Distance 0.1 um,5040,33,67,1614.31288284,1614.31288284,1614.31288284,19.2849743957,185.709016627,0,38.5699487914,,
