structure,measurement,left_fit_index,right_fit_index,left_resonance_wavelength_nm,right_resonance_wavelength_nm,center_wavelength_nm,sigma_center_wavelength_nm,center_frequency_thz,fsr_nm,sigma_fsr_nm,ng_pair,sigma_ng_pair
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,41,93,1597.66811386,1597.66811386,1597.66811386,0.000355836684103,187.643763682,0,0.000711673368205,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,93,42,1597.66811386,1599.65263602,1598.66037494,0.000301939635203,187.527296416,1.98452216194,0.000603879270406,12.878238618,0.00391878079364
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,42,94,1599.65263602,1599.65263602,1599.65263602,0.000236040972842,187.410973638,0,0.000472081945683,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,94,43,1599.65263602,1601.67328709,1600.66296156,0.000226498712601,187.292681345,2.02065106221,0.000452997425201,12.6796850995,0.0028425834557
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,43,95,1601.67328709,1601.67328709,1601.67328709,0.00021653635436,187.174538289,0,0.000433072708719,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,95,44,1601.67328709,1603.64854487,1602.66091598,0.000240919904614,187.059193253,1.9752577817,0.000481839809228,13.0034774974,0.00317204059819
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,44,96,1603.64854487,1603.64854487,1603.64854487,0.000263052861834,186.94399029,0,0.000526105723668,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,96,46,1603.64854487,1607.83172977,1605.74013732,0.000414705266512,186.700482247,4.18318489773,0.000829410533024,6.16372800062,0.00122210191499
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,46,98,1607.83172977,1607.83172977,1607.83172977,0.000524179461661,186.457607752,0,0.00104835892332,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,98,47,1607.83172977,1609.69596727,1608.76384852,0.000448224617323,186.3495741,1.86423750934,0.000896449234645,13.8830009982,0.00667587360141
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,47,99,1609.69596727,1609.69596727,1609.69596727,0.000356435838715,186.241665566,0,0.000712871677431,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,99,48,1609.69596727,1611.72445054,1610.71020891,0.000389888961163,186.124391801,2.0284832645,0.000779777922325,12.7897894081,0.00491658151436
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,48,100,1611.72445054,1611.72445054,1611.72445054,0.000420690262488,186.007265634,0,0.000841380524976,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,100,49,1611.72445054,1613.75850324,1612.74147689,0.000447818078373,185.88996581,2.03405270056,0.000895636156746,12.7869600948,0.00563037177037
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,49,101,1613.75850324,1613.75850324,1613.75850324,0.000473393880066,185.772813837,0,0.000946787760131,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,101,50,1613.75850324,1615.79071696,1614.7746101,0.00068047213731,185.65591515,2.03221372146,0.00136094427462,12.8308209609,0.00859262289674
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,50,102,1615.79071696,1615.79071696,1615.79071696,0.000837844194124,185.53916349,0,0.00167568838825,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,102,51,1615.79071696,1617.82647786,1616.80859741,0.000766564684732,185.422355176,2.03576089746,0.00153312936946,12.8407517991,0.00967036420597
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,51,103,1617.82647786,1617.82647786,1617.82647786,0.000687938905811,185.305693845,0,0.00137587781162,,
