structure,measurement,left_fit_index,right_fit_index,left_resonance_wavelength_nm,right_resonance_wavelength_nm,center_wavelength_nm,sigma_center_wavelength_nm,center_frequency_thz,fsr_nm,sigma_fsr_nm,ng_pair,sigma_ng_pair
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,0,52,1521.75351579,1521.75351579,1521.75351579,0.000136230381822,197.00461007,0,0.000272460763644,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,52,4,1521.75351579,1527.08748583,1524.42050081,9.90925197919e-05,196.659949037,5.33397004094,0.000198185039584,4.35671337756,0.000161875805846
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,4,56,1527.08748583,1527.08748583,1527.08748583,3.28624105325e-05,196.316491872,0,6.5724821065e-05,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,56,5,1527.08748583,1528.9122197,1527.99985276,3.03375733483e-05,196.199271524,1.82473386715,6.06751466965e-05,12.7952003965,0.000425459969053
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,5,57,1528.9122197,1528.9122197,1528.9122197,2.75825794174e-05,196.082191076,0,5.51651588348e-05,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,57,7,1528.9122197,1532.58494712,1530.74858341,2.64129003302e-05,195.846960924,3.67272742809,5.28258006604e-05,6.37997583944,9.17651278467e-05
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,7,59,1532.58494712,1532.58494712,1532.58494712,2.5188964258e-05,195.612294485,0,5.03779285161e-05,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,59,8,1532.58494712,1534.42901533,1533.50698123,2.70464840651e-05,195.494680931,1.84406820946,5.40929681302e-05,12.7524765592,0.000374074995336
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,8,60,1534.42901533,1534.42901533,1534.42901533,2.87843825741e-05,195.377208723,0,5.75687651483e-05,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,60,9,1534.42901533,1536.26886439,1535.34893986,2.93730275464e-05,195.260145897,1.8398490562,5.87460550928e-05,12.8124443643,0.000409099377138
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,9,61,1536.26886439,1536.26886439,1536.26886439,2.9950105414e-05,195.143223266,0,5.99002108281e-05,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,61,10,1536.26886439,1538.11241944,1537.19064191,3.12563873863e-05,195.026205485,1.84355504875,6.25127747726e-05,12.8173827583,0.000434622626709
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,10,62,1538.11241944,1538.11241944,1538.11241944,3.25102244005e-05,194.90932796,0,6.50204488011e-05,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,62,11,1538.11241944,1539.99129125,1539.05185534,8.21776803704e-05,194.790355477,1.8788718078,0.000164355360741,12.6069304122,0.00110279910058
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,11,63,1539.99129125,1539.99129125,1539.99129125,0.000111577003059,194.671528147,0,0.000223154006117,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,63,16,1539.99129125,1549.31827233,1544.65478179,8.59752775051e-05,194.083792401,9.32698108529,0.00017195055501,2.55812504934,4.71619955935e-05
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,16,68,1549.31827233,1549.31827233,1549.31827233,4.83122041788e-05,193.499594857,0,9.66244083576e-05,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,68,17,1549.31827233,1551.20059112,1550.25943172,4.417712796e-05,193.38212164,1.88231878708,8.835425592e-05,12.7677857871,0.000599308178965
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,17,69,1551.20059112,1551.20059112,1551.20059112,3.96127277144e-05,193.264790973,0,7.92254554288e-05,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,69,21,1551.20059112,1558.76930375,1554.98494743,4.85501036646e-05,192.794443763,7.56871263103,9.71002073291e-05,3.19470206443,4.09858218338e-05
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,21,73,1558.76930375,1558.76930375,1558.76930375,5.60808071866e-05,192.326380356,0,0.000112161614373,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,73,23,1558.76930375,1561.97689844,1560.3731011,0.0963010502982,192.128701648,3.20759469523,0.192602100596,7.59062302431,0.455784837915
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,23,75,1561.97689844,1561.97689844,1561.97689844,0.136190239856,191.931428883,0,0.272380479712,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,75,27,1561.97689844,1570.23483758,1566.10586801,0.0963010539655,191.425410072,8.2579391344,0.192602107931,2.97009647311,0.0692733119724
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,27,79,1570.23483758,1570.23483758,1570.23483758,6.75109024726e-05,190.922052438,0,0.000135021804945,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,79,29,1570.23483758,1574.08890836,1572.16187297,5.68327823086e-05,190.688034836,3.85407077653,0.000113665564617,6.41320073794,0.000189140863134
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,29,81,1574.08890836,1574.08890836,1574.08890836,4.36143134442e-05,190.454590213,0,8.72286268883e-05,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,81,30,1574.08890836,1576.03276559,1575.06083697,7.35255153237e-05,190.337065695,1.94385723144,0.000147051030647,12.7623397441,0.00096546012316
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,30,82,1576.03276559,1576.03276559,1576.03276559,9.43917076338e-05,190.21968613,0,0.000188783415268,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,82,31,1576.03276559,1577.98148967,1577.00712763,0.000112098619806,190.102157909,1.94872408227,0.000224197239611,12.7619476929,0.00146824050431
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,31,83,1577.98148967,1577.98148967,1577.98148967,0.000127367211851,189.98477483,0,0.000254734423702,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,83,32,1577.98148967,1579.92338679,1578.95243823,0.000116755102071,189.86794709,1.94189712054,0.000233510204142,12.838428853,0.00154380290175
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,32,84,1579.92338679,1579.92338679,1579.92338679,0.000105076643763,189.751262945,0,0.000210153287526,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,84,34,1579.92338679,1583.83220332,1581.87779505,0.000121134515864,189.51682547,3.90881652574,0.000242269031728,6.40177747408,0.000396784334769
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,34,86,1583.83220332,1583.83220332,1583.83220332,0.000135299818191,189.282966575,0,0.000270599636382,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,86,35,1583.83220332,1585.7861402,1584.80917176,0.00012117349895,189.166281558,1.95393688889,0.000242346997899,12.8541516626,0.0015943029948
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,35,87,1585.7861402,1585.7861402,1585.7861402,0.000105166500811,189.049740315,0,0.000210333001622,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,87,36,1585.7861402,1587.77021226,1586.77817623,0.000130053902667,188.931548524,1.98407205884,0.000260107805334,12.6903908019,0.00166368568418
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,36,88,1587.77021226,1587.77021226,1587.77021226,0.000150890829095,188.813504426,0,0.00030178165819,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,88,37,1587.77021226,1589.72274577,1588.74647902,0.000138160365543,188.697480661,1.95253351042,0.000276320731086,12.9273856818,0.00182947301094
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,37,89,1589.72274577,1589.72274577,1589.72274577,0.000124131103713,188.5815994,0,0.000248262207426,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,89,39,1589.72274577,1593.40403748,1591.56339163,0.0095999992645,188.363504449,3.68129170837,0.019199998529,6.8809380789,0.035888042802
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,39,91,1593.40403748,1593.40403748,1593.40403748,0.013575881674,188.14591337,0,0.027151763348,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,91,40,1593.40403748,1595.66352035,1594.53377892,0.00960201645984,188.012610309,2.25948287282,0.0192040329197,11.2527428408,0.0956405837406
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,40,92,1595.66352035,1595.66352035,1595.66352035,0.000304757221885,187.879496006,0,0.000609514443771,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,92,41,1595.66352035,1597.66811386,1596.66581711,0.00033128289274,187.761555855,2.00459350762,0.00066256578548,12.7174996917,0.00420343914188
