structure,measurement,fit_index,param_file,is_double_resonance,resonance_wavelength_nm,sigma_resonance_wavelength_nm,resonance_frequency_thz,sigma_resonance_frequency_thz,fwhm_nm,sigma_fwhm_nm,Q,sigma_Q,amplitude,background_b,background_c,R2,local_fsr_nm,sigma_local_fsr_nm,finesse,sigma_finesse
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,0,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040_ParamFile.txt,False,1521.75351579,0.00019265885358,197.00461007,2.49414126088e-05,0.0127441262518,0.000543421532345,119408.226639,5091.67911652,-0.000173491609777,-0.954646019521,0.0007102120775,0.704328416539,0,0.000272460763644,,
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,52,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040_ParamFile.txt,False,1521.75351579,0.00019265885358,197.00461007,2.49414126088e-05,0.0127441262518,0.000543421532345,119408.226639,5091.67911652,-0.000173491609777,-0.954646019521,0.0007102120775,0.704328416539,2.66698502047,0.00016845784164,209.271704295,8.92355213262
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,4,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040_ParamFile.txt,False,1527.08748583,4.64744666673e-05,196.316491872,5.97457862921e-06,0.00320080037163,0.000130935740494,477095.510037,19516.6354162,-0.000143053177252,2.64747264238,-0.00165111477256,0.800773106679,2.66698502047,0.000104399547435,833.224416027,34.0848829025
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,56,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040_ParamFile.txt,False,1527.08748583,4.64744666673e-05,196.316491872,5.97457862921e-06,0.00320080037163,0.000130935740494,477095.510037,19516.6354162,-0.000143053177252,2.64747264238,-0.00165111477256,0.800773106679,0.912366933574,4.47247848812e-05,285.043372796,11.6603310279
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,5,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040_ParamFile.txt,False,1528.9122197,3.90076578973e-05,196.082191076,5.00271168658e-06,0.00266013089746,0.000130153607098,574750.746723,28121.1285279,-0.000147342938642,3.73523692973,-0.00236052657603,0.824737382864,0.912366933574,4.10020370711e-05,342.978209999,16.781080232
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,57,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040_ParamFile.txt,False,1528.9122197,3.90076578973e-05,196.082191076,5.00271168658e-06,0.00266013089746,0.000130153607098,574750.746723,28121.1285279,-0.000147342938642,3.73523692973,-0.00236052657603,0.824737382864,1.83636371405,3.81895272447e-05,690.328327753,33.7760559607
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,7,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040_ParamFile.txt,False,1532.58494712,3.56225748758e-05,195.612294485,4.54670628209e-06,0.00234070829087,0.000101883726788,654752.64607,28499.3392667,-0.000205834704098,-3.35329670577,0.00227152401713,0.834597821641,1.83636371405,3.64982907031e-05,784.533348821,34.148291785
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,59,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040_ParamFile.txt,False,1532.58494712,3.56225748758e-05,195.612294485,4.54670628209e-06,0.00234070829087,0.000101883726788,654752.64607,28499.3392667,-0.000205834704098,-3.35329670577,0.00227152401713,0.834597821641,0.922034104732,3.69593860971e-05,393.912435962,17.1457862471
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,8,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040_ParamFile.txt,False,1534.42901533,4.07072642209e-05,195.377208723,5.18321250365e-06,0.00263920660667,0.000169398026005,581397.838068,37317.1413876,-0.000152303373573,3.14696803994,-0.00197347421253,0.804484241739,0.922034104732,3.9497506003e-05,349.360335186,22.4237709074
mple 84  Diameter 100 um Coupling Distance 0.13 um,5040,60,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040/mple 84  Diameter 100 um Coupling Distance 0.13 um_5040_ParamFile.txt,False,1534.42901533,4.07072642209e-05,195.377208723,5.18321250365e-06,0.00263920660667,0.000169398026005,581397.838068,37317.1413876,-0.000152303373573,3.14696803994,-0.00197347421253,0.804484241739,0.9199245281,4.1125605496e-05,348.56101291,22.3724666732
