StartWavelength[nm] EndWavelength[nm] w_r[nm] sigma(w_r)[nm] width[nm] sigma(width)[nm] Q_L[-] sigma(Q_L)[nm] Amplitude[-] sigma(Amp)[-] w_r1[nm] sigma1(w_r)[nm] width1[nm] sigma1(width)[nm] Q_L1[-] sigma1(Q_L)[nm] Amplitude1[-] sigma1(Amp)[-] b[-] c[-] R2
1.549650756835937500e+03 1.550650756835937500e+03 1.550028220315557292e+03 8.334778834918477172e-04 3.116392156882366940e-02 2.476605604174146255e-03 4.973790660114491766e+04 3.952685414095502438e+03 -1.667985856081605537e-04 9.823890244730353155e-06 1.550150338888769056e+03 8.334778834918477172e-04 9.362518198534529323e-03 2.476605604174146255e-03 1.655698078249297105e+05 7.487072619029240741e+03 -1.710582663333829205e-04 9.823890244730353155e-06 4.694573216473459931e-01 -2.133163815530512682e-04 7.312903526100410501e-01
1.551534301757812500e+03 1.552534301757812500e+03 1.552034267596350674e+03 3.640671649991741095e-05 2.814375223759762491e-03 1.011010562766919042e-04 5.514667179037224269e+05 1.981038889584748904e+04 -1.116421914474228014e-04 2.452246048035210064e-06 1.551795742256388394e+03 3.640671649991741095e-05 2.583908609563893496e-02 1.011010562766919042e-04 6.005613884766215051e+04 4.855545490663726923e+03 -1.102988109413276729e-04 2.452246048035210064e-06 1.140387149756816543e+00 -6.461454928396626225e-04 8.279887089363658914e-01
1.553417724609375000e+03 1.554417724609375000e+03 1.553911103705660707e+03 1.632183150988465053e-04 2.942812345352424554e-03 5.055865144274565050e-04 5.280360829530119663e+05 9.071863623713969719e+04 -2.822953004328328881e-05 3.760665023087023017e-06 1.553917133063336451e+03 1.632183150988465053e-04 2.960659205640471265e-03 5.055865144274565050e-04 5.248551167601142079e+05 2.833813919752943548e+04 -1.361725532538249383e-04 3.760665023087023017e-06 5.715615440808670122e+00 -3.593329779838632179e-03 7.908641068379949068e-01
1.555308105468750000e+03 1.556308105468750000e+03 1.555808024426139127e+03 6.619546968913129657e-05 4.769663981899044218e-03 1.840641466571550395e-04 3.261881822976329131e+05 1.258779437129112921e+04 -1.656598974003530781e-04 4.040380161993885406e-06 nan nan nan nan nan nan nan nan -1.505238914657980409e+01 9.764262283934508832e-03 8.531725052607868065e-01
1.556636352539062500e+03 1.557636352539062500e+03 1.557137849897237857e+03 1.172196561477925917e-03 2.678062962806836492e-02 3.444672869520538222e-03 5.814418374485212553e+04 7.478826862973413881e+03 -6.854401385516409957e-05 6.470392851450352520e-06 nan nan nan nan nan nan nan nan 3.998123444906722668e+00 -2.475580001188457981e-03 3.336732011646289520e-01
1.557203613281250000e+03 1.558203613281250000e+03 1.557703269019411209e+03 3.548691729585476510e-05 3.232267191719457623e-03 1.005912763561974337e-04 4.819228042192778667e+05 1.499790305262472430e+04 -1.562410660755333069e-04 2.869025006277834693e-06 nan nan nan nan nan nan nan nan 1.515688456923091820e+01 -9.640477945047727301e-03 9.147934570617157757e-01
1.558442871093750000e+03 1.559442871093750000e+03 1.558942456727033459e+03 6.401731665638984818e-04 2.367527142641162249e-02 1.861540320100833496e-03 6.584686733466171427e+04 5.177410484119357534e+03 -1.250231124129096139e-04 7.129674257182297379e-06 nan nan nan nan nan nan nan nan 3.877444748269097463e+00 -2.403068487911322847e-03 4.564202252660503056e-01
1.559103027343750000e+03 1.560103027343750000e+03 1.559603278647292882e+03 6.270242864932684592e-05 4.926000667458832818e-03 1.720987596481580485e-04 3.166063880076254136e+05 1.106121788264804854e+04 -1.833035653329382622e-04 4.018245482011399735e-06 nan nan nan nan nan nan nan nan -3.850485070128633946e+00 2.553249397799328257e-03 8.228084318706170297e-01
1.560245483398437500e+03 1.561245483398437500e+03 1.560785503735653037e+03 2.907941052262262484e-03 2.991999218108085806e-02 9.291135610758213814e-03 5.216530453248500271e+04 1.619903226121206899e+04 -3.543629518334166160e-05 8.444686561726250782e-06 1.560744386576364377e+03 2.907941052262262484e-03 1.280968938643196192e-02 9.291135610758213814e-03 1.218409236549878115e+05 1.974781697802399867e+04 -4.303338385121296728e-05 8.444686561726250782e-06 -4.311947207819476269e+00 2.849689112816360722e-03 3.635144103988057207e-01
1.561006469726562500e+03 1.562006469726562500e+03 1.561506393283383431e+03 4.442379532107873432e-05 3.951602304059242433e-03 1.232347015616222518e-04 3.951577798401783220e+05 1.232339373280408654e+04 -1.651505719335230593e-04 3.156647692432740853e-06 nan nan nan nan nan nan nan nan 4.616066016650573367e+00 -2.869236121315485270e-03 8.633011606699287910e-01
1.562086059570312500e+03 1.563086059570312500e+03 1.562578825428267237e+03 9.783581816978858224e-04 2.305312017335493791e-02 3.726099510899945257e-03 6.778166311883082381e+04 1.095561988562696024e+04 -7.234593465719311198e-05 1.175793765653728308e-05 1.562633496916908143e+03 9.783581816978858224e-04 7.793184643087616714e-02 3.726099510899945257e-03 2.005128286422585370e+04 6.503149601613336927e+03 -7.119099792034538530e-05 1.175793765653728308e-05 6.318787866193005254e-01 -3.193024208457285323e-04 3.201093540143231664e-01
1.562911865234375000e+03 1.563911865234375000e+03 1.563412317918924373e+03 4.115329697404990862e-05 3.256349059895059361e-03 1.187658974419411606e-04 4.801120178342636209e+05 1.751069483705779930e+04 -1.343633766279957187e-04 3.081640919761748750e-06 1.563420095110445800e+03 4.115329697404990862e-05 2.728589649338569907e-03 1.187658974419411606e-04 5.729773604797739536e+05 3.476641887098080770e+04 -5.902651454802166329e-05 3.081640919761748750e-06 -6.893823103220503512e+00 4.495799681141266629e-03 8.903449784776531484e-01
1.563909545898437500e+03 1.564909545898437500e+03 1.564436348156230224e+03 1.787185135777726464e-03 2.255034830534661389e-02 5.684367573103002620e-03 6.937526316546105954e+04 1.748773415724951701e+04 -4.622785618634790364e-05 9.267151835705851040e-06 1.564411255479028341e+03 1.787185135777726464e-03 9.031982711693080368e-03 5.684367573103002620e-03 1.732079550433255208e+05 3.407257726944470778e+04 -3.650524083920761659e-05 9.267151835705851040e-06 1.890845312639892528e+00 -1.121028378200723818e-03 2.518491802927864676e-01
1.564808349609375000e+03 1.565808349609375000e+03 1.565400992666616048e+03 5.554087588125724206e-04 2.265495926090482434e-02 1.612367494003732419e-03 6.909749757828940346e+04 4.917711735014181613e+03 -1.707133113997033765e-04 8.774207584087107361e-06 1.565308007600626297e+03 5.554087588125724206e-04 5.264037600196398714e-03 1.612367494003732419e-03 2.973588196904644719e+05 2.554057156647232841e+04 -6.876198589557202352e-05 8.774207584087107361e-06 1.391314931433188207e+01 -8.804421013385705513e-03 7.600714861100319464e-01
1.565745117187500000e+03 1.566745117187500000e+03 1.566246493097198027e+03 4.815463227227944113e-04 9.900823445535751957e-03 1.364327403608600348e-03 1.581935585169346014e+05 2.179897542328843701e+04 -4.666557377746869480e-05 4.583161753171466652e-06 nan nan nan nan nan nan nan nan 5.727438935558227584e+00 -3.576979545868007575e-03 3.658993422941650975e-01
1.566751708984375000e+03 1.567751708984375000e+03 1.567251168151686215e+03 4.700742733848221308e-05 3.787961322990859164e-03 1.620532106991097454e-04 4.137452931843117112e+05 1.770048515681227218e+04 -2.235352530108406790e-04 4.941053841662326998e-06 nan nan nan nan nan nan nan nan -1.801522455547293333e+01 1.157785725704808810e-02 9.131858739831515415e-01
1.568676147460937500e+03 1.569676147460937500e+03 1.569176310474653974e+03 4.092067743754978327e-05 3.104611086920689138e-03 1.372140978897928474e-04 5.054340999700038810e+05 2.233860606963271857e+04 -1.842023752345274871e-04 4.218224081628120792e-06 nan nan nan nan nan nan nan nan 1.474881844412962728e+01 -9.311043741709700353e-03 8.854445596544675556e-01
1.570596557617187500e+03 1.571596557617187500e+03 1.571581847470253933e+03 9.034920042431911213e-02 1.018248332192207783e+00 3.977241831825797380e-01 1.543417060243804144e+03 6.028532302359876667e+02 -1.500823524957244949e-02 1.682989612092231427e-02 nan nan nan nan nan nan nan nan -3.124632305702420254e+01 1.981988142422657501e-02 1.979366883479234396e-01
1.571360473632812500e+03 1.572360473632812500e+03 1.571860510684143946e+03 4.487979351449994337e-04 7.979594620046392278e-03 1.294673333881679340e-03 1.969850080773909576e+05 3.196042521909182688e+04 -3.690970933163046958e-05 4.389157008851126818e-06 1.571426899981702718e+03 4.487979351449994337e-04 4.149125827175795256e-01 1.294673333881679340e-03 3.787368630011717869e+03 7.591155924580129977e+02 -1.079044170624076640e-03 4.389157008851126818e-06 1.423125965519311142e+00 -8.215527530839839779e-04 4.444681813221118549e-01
1.572538940429687500e+03 1.573538940429687500e+03 1.573038387454753774e+03 5.571589191057482634e-05 4.316122284919074806e-03 1.795325078706752175e-04 3.644563994285086519e+05 1.515985115332922032e+04 -2.296477777069025989e-04 5.070572129704356397e-06 nan nan nan nan nan nan nan nan 1.036764656174233856e+01 -6.509715882980396384e-03 8.648176190418781495e-01
1.574469238281250000e+03 1.575469238281250000e+03 1.574968862122031169e+03 6.260238075047371963e-05 4.110506772527445542e-03 1.814835110115831974e-04 3.831568585772267543e+05 1.691680754001911555e+04 -1.928595886286010798e-04 4.913084345584302687e-06 nan nan nan nan nan nan nan nan -2.349761955575787553e+01 1.500345362520017628e-02 8.860757712316090773e-01
1.576414672851562500e+03 1.577414672851562500e+03 1.576914026734502613e+03 5.551729524091013356e-05 3.347192047424060041e-03 2.108541556416057344e-04 4.711154915500195930e+05 2.967760970181638913e+04 -2.038354757298183344e-04 6.452376869041441189e-06 nan nan nan nan nan nan nan nan 2.546144187799631098e+01 -1.606617111819186663e-02 8.981992406177849997e-01
1.577091796875000000e+03 1.578091796875000000e+03 1.577727796784899510e+03 1.800440108396793998e-02 7.060100307391583563e-01 1.079350595856219813e-01 2.234710171374045331e+03 3.416432708799971465e+02 -2.543282163261331111e-03 7.603115978937756729e-04 nan nan nan nan nan nan nan nan 8.219189151686702388e+00 -5.132706127880248825e-03 6.525031678317543271e-01
