status	reason	candidate_idx	candidate_wl	fit_center_wl	min_rr	baseline	depth	depth_fraction	noise	depth_sigma	edge_distance_nm	duplicates_merged	merged_candidate_wavelengths
selected	accepted	374	1520.374	1520.2412	0.0033418301	0.0068250254	0.0034831953	0.51035638	0.00037652465	9.250909	0.24072266	1	1520.158325,1520.374023
selected	accepted	1531	1521.5294	1521.2559	-0.0010964248	0.0052546988	0.0063511236	1.2086561	0.0004529448	14.021849	0.22570801	2	1521.040039,1521.254761,1521.529419
selected	accepted	1901	1521.8989	1521.851	0.0012873313	0.0058405287	0.0045531974	0.77958651	0.00037148618	12.256707	0.45129395	0	
selected	accepted	2723	1522.7198	1522.7218	0.00057542406	0.0056769	0.0051014759	0.89863763	0.00037580832	13.574676	0.49731445	2	1522.420288,1522.719849,1522.919556
selected	accepted	4373	1524.3676	1524.0491	-0.00073075124	0.0048334981	0.0055642494	1.1511848	0.00047112356	11.810595	0.18078613	2	1523.843262,1524.046021,1524.367554
selected	accepted	4584	1524.5784	1524.4664	-0.00039712115	0.0047322662	0.0051293874	1.0839178	0.00046424642	11.048847	0.38745117	0	
selected	accepted	5639	1525.6318	1525.3872	0.0021524113	0.0050530188	0.0029006075	0.57403458	0.00038381856	7.5572362	0.25463867	1	1525.388184,1525.631836
selected	accepted	6241	1526.233	1526.4388	-0.00063344372	0.0053040175	0.0059374612	1.1194272	0.00045665872	13.001966	0.2935791	2	1526.233032,1526.439819,1526.648560
selected	accepted	6974	1526.9651	1526.9651	0.0027647625	0.0059789613	0.0032141988	0.53758481	0.00045605974	7.0477583	0.49926758	1	1526.965088,1527.180786
selected	accepted	8496	1528.485	1528.2594	0.00022649777	0.0053677736	0.0051412759	0.95780415	0.00039162161	13.128172	0.27368164	1	1528.260376,1528.484985
selected	accepted	9125	1529.1132	1529.1132	0.002515595	0.005268409	0.0027528141	0.52251335	0.00037722559	7.2975273	0.49926758	0	
selected	accepted	10343	1530.3296	1530.1018	-0.00030829272	0.0046009568	0.0049092495	1.0670062	0.00037229907	13.186306	0.27160645	2	1529.890137,1530.099854,1530.329590
selected	accepted	11222	1531.2074	1530.9547	-3.9262375e-05	0.004136151	0.0041754134	1.0094925	0.00045206352	9.2363422	0.2467041	2	1530.651123,1530.921753,1531.207397
selected	accepted	11616	1531.6008	1531.9354	-0.00074434683	0.004225164	0.0049695108	1.1761699	0.00037130355	13.383957	0.16479492	2	1531.600830,1531.932373,1532.167114
selected	accepted	13200	1533.1827	1533.1807	0.0034842177	0.0057159681	0.0022317505	0.39044138	0.0003751981	5.9481923	0.49731445	0	
selected	accepted	13794	1533.7759	1534.1215	-0.00022442223	0.0052562265	0.0054806488	1.0426965	0.00046047305	11.902214	0.15380859	2	1533.775879,1534.068481,1534.284180
selected	accepted	15636	1535.6155	1535.6194	-0.0002323283	0.0042264575	0.0044587858	1.05497	0.00030594584	14.573775	0.49536133	0	
selected	accepted	17063	1537.0405	1536.9517	-0.0013942281	0.0043651549	0.0057593831	1.3193995	0.00046767684	12.314878	0.41052246	2	1536.743896,1537.040527,1537.254150
selected	accepted	18634	1538.6094	1538.3987	-0.0017383724	0.0041549173	0.0058932898	1.4183892	0.00046590467	12.649132	0.28857422	2	1538.164917,1538.403687,1538.609375
selected	accepted	19133	1539.1077	1539.3394	-0.00068072607	0.004712717	0.0053934431	1.1444445	0.00045398986	11.880096	0.2677002	1	1539.107666,1539.338379
selected	accepted	20212	1540.1853	1539.9386	-0.0014647604	0.0047983327	0.0062630931	1.3052645	0.0004595023	13.630167	0.25268555	2	1539.757812,1539.970581,1540.185303
selected	accepted	21222	1541.1938	1541.1938	-0.0011057411	0.0033848992	0.0044906404	1.3266689	0.00036812655	12.198632	0.49926758	2	1540.589722,1540.881348,1541.193848
selected	accepted	22402	1542.3723	1542.4132	0.0017915522	0.0036467662	0.0018552139	0.50872851	0.00036864258	5.0325546	0.45837402	0	
selected	accepted	22836	1542.8057	1543.0593	-0.00012681896	0.0037737206	0.0039005396	1.0336058	0.00037418074	10.424213	0.24572754	1	1542.805664,1543.058350
selected	accepted	23821	1543.7894	1544.0441	0.0011094565	0.0042112567	0.0031018002	0.73654978	0.00045938675	6.7520454	0.24462891	0	
selected	accepted	24953	1544.9198	1544.9188	-0.0016680497	0.0035488689	0.0052169186	1.4700229	0.00038872512	13.420585	0.49829102	0	
selected	accepted	26122	1546.0873	1546.1202	-4.1684469e-05	0.004088604	0.0041302884	1.0101953	0.00043718167	9.4475334	0.46630859	0	
selected	accepted	26610	1546.5746	1546.7953	-0.001355451	0.0042723161	0.005627767	1.3172637	0.00046376284	12.135011	0.27868652	1	1546.574585,1546.794312
selected	accepted	28033	1547.9957	1547.8778	-0.0014740091	0.002708309	0.0041823182	1.5442544	0.0004568091	9.1555053	0.38146973	1	1547.736084,1547.995728
selected	accepted	28450	1548.4121	1548.6708	-0.0010194494	0.0027269128	0.0037463621	1.3738474	0.00037410257	10.014265	0.24072266	1	1548.412109,1548.672852
selected	accepted	29608	1549.5686	1549.8223	-0.0017622815	0.0037108225	0.005473104	1.4749032	0.00048303727	11.330604	0.24560547	2	1549.568604,1549.818237,1550.026001
selected	accepted	30586	1550.5453	1550.5463	-0.0013785313	0.0041811095	0.0055596408	1.3297047	0.00038152315	14.572224	0.49829102	1	1550.325562,1550.545288
