structure,measurement,left_fit_index,right_fit_index,left_resonance_wavelength_nm,right_resonance_wavelength_nm,center_wavelength_nm,sigma_center_wavelength_nm,center_frequency_thz,fsr_nm,sigma_fsr_nm,ng_pair,sigma_ng_pair
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,0,58,1521.94103259,1521.94103259,1521.94103259,0.000169083970281,196.980337333,0,0.000338167940563,,
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,58,2,1521.94103259,1525.46263188,1523.70183224,0.000191951598214,196.752705587,3.52159929144,0.000383903196427,6.59265033136,0.000718692300128
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,2,60,1525.46263188,1525.46263188,1525.46263188,0.000212371003452,196.525599339,0,0.000424742006905,,
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,60,3,1525.46263188,1527.32142404,1526.39202796,0.000211167231358,196.405937995,1.85879215781,0.000422334462717,12.5343364143,0.00284791720147
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,3,61,1527.32142404,1527.32142404,1527.32142404,0.00020995655763,196.286422282,0,0.000419913115259,,
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,61,4,1527.32142404,1528.45557761,1527.88850082,0.000316620960444,196.213570453,1.13415356589,0.000633241920887,20.5831321362,0.0114923640985
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,4,62,1528.45557761,1528.45557761,1528.45557761,0.000395494512089,196.140772681,0,0.000790989024179,,
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,62,5,1528.45557761,1529.13383487,1528.79470624,0.000285314155374,196.097263273,0.678257266534,0.000570628310748,34.45909641,0.0289909727174
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,5,63,1529.13383487,1529.13383487,1529.13383487,7.99526448627e-05,196.053773164,0,0.000159905289725,,
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,63,6,1529.13383487,1530.97223534,1530.0530351,0.000117116015517,195.935991186,1.83840046348,0.000234232031035,12.7342346607,0.00162247990064
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,6,64,1530.97223534,1530.97223534,1530.97223534,0.000145051359045,195.818350641,0,0.00029010271809,,
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,64,8,1530.97223534,1533.95662956,1532.46443245,0.001532029029,195.627677649,2.98439422513,0.00306405805801,7.86909188118,0.00807916055676
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,8,66,1533.95662956,1533.95662956,1533.95662956,0.00216175530407,195.437375622,0,0.00432351060813,,
