StartWavelength[nm] EndWavelength[nm] w_r[nm] sigma(w_r)[nm] width[nm] sigma(width)[nm] Q_L[-] sigma(Q_L)[nm] Amplitude[-] sigma(Amp)[-] w_r1[nm] sigma1(w_r)[nm] width1[nm] sigma1(width)[nm] Q_L1[-] sigma1(Q_L)[nm] Amplitude1[-] sigma1(Amp)[-] b[-] c[-] R2
1.521442871093750000e+03 1.522442871093750000e+03 1.521941032590756777e+03 2.391208439519281999e-04 7.684519276866049950e-03 6.569541007684422682e-04 1.980528615722914110e+05 1.693165634586372835e+04 -1.545491850327101557e-04 8.751798900926583354e-06 nan nan nan nan nan nan nan nan 1.628016733586267506e+01 -1.063156174888945510e-02 6.070161768958839410e-01
1.523096679687500000e+03 1.524096679687500000e+03 1.523589622260821216e+03 7.454861385559072642e-04 1.256331257538745652e-02 1.500136150220523741e-03 1.212729217010532884e+05 1.448072654377381332e+04 -1.521384378725052216e-04 2.108041579876612662e-05 1.523598096335669197e+03 7.454861385559072642e-04 3.888122264041261010e-03 1.500136150220523741e-03 3.918596157395683695e+05 2.945255835587031834e+04 -2.509863662845227580e-04 2.108041579876612662e-05 7.388133116260377165e+00 -4.785125196862277663e-03 7.754408503735916725e-01
1.524960083007812500e+03 1.525960083007812500e+03 1.525462631882193591e+03 3.003379533371191754e-04 1.772431872473892792e-02 5.118555294141328375e-04 8.606607991950692667e+04 2.485477698013522058e+03 -1.387707171691025939e-03 3.412206831503440495e-05 nan nan nan nan nan nan nan nan 2.005200444730950338e+01 -1.308137970074412480e-02 6.857218927084576254e-01
1.526820556640625000e+03 1.527820556640625000e+03 1.527321424040006832e+03 2.969234113091605482e-04 2.526751826807771550e-02 8.767614775937194451e-04 6.044604016254269663e+04 2.097426384584301104e+03 -8.872068958881170310e-04 1.834169843667654207e-05 nan nan nan nan nan nan nan nan -1.412104463821100886e+01 9.312825909156689438e-03 8.600753108027119342e-01
1.527955078125000000e+03 1.528955078125000000e+03 1.528455577605895769e+03 5.593137028408734761e-04 1.932971481146419576e-02 1.595977937714056953e-03 7.907284678092556715e+04 6.528731549675733731e+03 -1.786319710390522853e-04 1.045345003303858517e-05 nan nan nan nan nan nan nan nan 2.978533255405409719e+01 -1.941888264251435611e-02 8.413053437485817909e-01
1.528636108398437500e+03 1.529636108398437500e+03 1.529133834872429588e+03 1.130701147123667485e-04 4.638215561235900855e-03 1.884878540525667724e-04 3.296814938167677610e+05 1.339760010505244099e+04 -3.583335652148089971e-04 1.227283931594535657e-05 nan nan nan nan nan nan nan nan 1.053198746023062959e+00 -6.262024492756648134e-04 5.026209963864493036e-01
1.530471679687500000e+03 1.531471679687500000e+03 1.530972235335907726e+03 2.051335992018553725e-04 9.509664463529295814e-03 5.856572198163243837e-04 1.609911938751750859e+05 9.914719429025688441e+03 -3.153329564485268604e-04 1.155953092480271193e-05 nan nan nan nan nan nan nan nan -3.667335304694331199e+01 2.401900656376956822e-02 8.597179586493689518e-01
1.532311157226562500e+03 1.533311157226562500e+03 1.532811561567280251e+03 2.638682138128897042e-04 5.825974956973238757e-03 8.794146710574944235e-04 2.630995795360610355e+05 3.971414774385262717e+04 -1.369159283545084873e-04 1.941004976688649281e-05 1.532802041446012709e+03 2.638682138128897042e-04 1.100464083319821831e-02 8.794146710574944235e-04 1.392868758444107079e+05 2.335834319863967175e+04 -1.381100598847502254e-04 1.941004976688649281e-05 -1.275607397941259435e+00 8.971385721298284462e-04 5.469237386036560622e-01
1.533367797851562500e+03 1.534367797851562500e+03 1.533956629561035697e+03 3.057183669541227791e-03 3.916656061615077511e-01 1.574800775764781738e-02 3.916495616233637975e+03 1.574736266160079765e+02 -2.386862559180752061e-03 1.260729033503706032e-04 nan nan nan nan nan nan nan nan -9.172442254859106470e+00 6.046848384643469486e-03 7.723008434784002230e-01
1.534150756835937500e+03 1.535150756835937500e+03 1.534660142056918403e+03 2.415702387241300156e-04 9.995105407448091547e-03 7.104625057732436282e-04 1.535411663506149489e+05 1.091386607126567651e+04 -4.114082751065395341e-04 1.755289514760586443e-05 1.534650215009717840e+03 2.415702387241300156e-04 1.791522125600594631e-03 7.104625057732436282e-04 8.566180640918613644e+05 1.155828939086090541e+05 -1.311144275052015325e-04 1.755289514760586443e-05 -8.979204322379871428e+00 5.920069229984686703e-03 7.672017230672312227e-01
1.535453979492187500e+03 1.536453979492187500e+03 1.535954058831121756e+03 6.653603457732524097e-04 1.790164729630293328e-02 1.900395499135786991e-03 8.579959337866792339e+04 9.108276930443860692e+03 -1.400157289513985720e-04 1.052434912706414855e-05 nan nan nan nan nan nan nan nan -1.220203056191652813e+00 8.560939108349668479e-04 2.764025219438221992e-01
1.535993286132812500e+03 1.536993286132812500e+03 1.536498727574324221e+03 1.104837104214772804e-04 8.631210727643933225e-03 1.844194582623603885e-04 1.780165930433427275e+05 3.803605854020412607e+03 -6.140817891884764413e-04 1.061722477852451209e-05 nan nan nan nan nan nan nan nan 7.890759528716244198e+00 -5.074246720814512383e-03 8.647313558062300620e-01
1.536754150390625000e+03 1.537754150390625000e+03 1.537256462311018367e+03 5.139185274678511814e-03 2.792078324808128786e-01 2.232751065998525228e-02 5.505778432690130103e+03 4.402825152237700195e+02 -1.367544870293743373e-03 1.175384348924533737e-04 nan nan nan nan nan nan nan nan -9.887550246862774728e+00 6.494651151778328343e-03 5.162432522102327059e-01
