structure,measurement,fit_index,param_file,is_double_resonance,resonance_wavelength_nm,sigma_resonance_wavelength_nm,resonance_frequency_thz,sigma_resonance_frequency_thz,fwhm_nm,sigma_fwhm_nm,Q,sigma_Q,amplitude,background_b,background_c,R2,local_fsr_nm,sigma_local_fsr_nm,finesse,sigma_finesse
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,92,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1576.28456963,7.71381206381e-05,190.18929943,9.30723132492e-06,0.00454783454276,0.000138679259273,346601.125176,10569.0712471,-0.000379457607137,9.53610145762,-0.00598934083306,0.574371525712,0.973742629284,8.21256976732e-05,214.111269909,6.5290207036
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,35,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1578.23205489,9.55387455773e-05,189.954612233,1.14989587958e-05,0.00655443492942,0.000166784534899,240788.423699,6127.11632478,-0.00055759994539,-0.977446351068,0.000682856314201,0.648654323595,0.973742629284,9.12869724756e-05,148.562406946,3.78035335956
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,93,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1578.23205489,9.55387455773e-05,189.954612233,1.14989587958e-05,0.00655443492942,0.000166784534899,240788.423699,6127.11632478,-0.00055759994539,-0.977446351068,0.000682856314201,0.648654323595,0.74690475166,0.0224096000415,113.954102787,4.48304668992
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,36,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1579.72586439,0.0448188945996,189.774988659,0.00538416532011,0.797980517382,0.213486140854,1979.65467826,529.623005393,-0.0134125017115,54.7858276212,-0.0347217150015,0.0904671926875,0.74690475166,0.038814330688,0.935993718381,0.255089592229
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,94,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1579.72586439,0.0448188945996,189.774988659,0.00538416532011,0.797980517382,0.213486140854,1979.65467826,529.623005393,-0.0134125017115,54.7858276212,-0.0347217150015,0.0904671926875,1.20250639592,0.0388143361515,1.50693703634,0.406079072084
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,37,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1582.13087719,0.000104039172607,189.486509822,1.246042283e-05,0.00747935667164,0.000170984225023,211533.01636,4835.81816687,-0.000596743800933,5.94665968354,-0.00369232744066,0.788974489671,1.20250639592,0.0224096284305,160.776714992,4.74198342621
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,95,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1582.13087719,0.000104039172607,189.486509822,1.246042283e-05,0.00747935667164,0.000170984225023,211533.01636,4835.81816687,-0.000596743800933,5.94665968354,-0.00369232744066,0.788974489671,1.95634654174,0.000105416714088,261.566151692,5.9796332679
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,39,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1586.04357027,0.000109445356805,189.019055731,1.30433100233e-05,0.00957854856765,0.000184364626039,165582.870836,3187.08245248,-0.000820399120263,-3.74565637013,0.00242773728398,0.812006511758,1.95634654174,0.000108119156276,204.242482869,3.93120564462
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,97,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1586.04357027,0.000109445356805,189.019055731,1.30433100233e-05,0.00957854856765,0.000184364626039,165582.870836,3187.08245248,-0.000820399120263,-3.74565637013,0.00242773728398,0.812006511758,0.986324826353,0.000142937925353,102.972263427,1.9820310773
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,40,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1588.01621992,0.000213986316474,188.784254367,2.54388127107e-05,0.0214497381203,0.000884088827053,74034.2940793,3051.45414119,-0.00123620859583,1.27979807223,-0.000740373898427,0.922300285494,0.986324826353,0.000193228308641,45.9830707872,1.8952948564
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,98,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1588.01621992,0.000213986316474,188.784254367,2.54388127107e-05,0.0214497381203,0.000884088827053,74034.2940793,3051.45414119,-0.00123620859583,1.27979807223,-0.000740373898427,0.922300285494,0.517085638927,0.00090697018728,24.1068509101,0.994505714817
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,41,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1589.0503912,0.00177567149314,188.66139152,0.000210818144367,0.0325866132313,0.00540967800777,48763.9012966,8095.25686365,-0.000104716586941,-2.40950305892,0.00145222593422,0.133174452781,0.517085638927,0.00154149423436,15.8680386715,2.63466530988
mple 72  Diameter 100 um Coupling Distance 0.05 um,5041,99,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041/mple 72  Diameter 100 um Coupling Distance 0.05 um_5041_ParamFile.txt,False,1589.0503912,0.00177567149314,188.66139152,0.000210818144367,0.0325866132313,0.00540967800777,48763.9012966,8095.25686365,-0.000104716586941,-2.40950305892,0.00145222593422,0.133174452781,0.467833459419,0.00154226253723,14.3566149725,2.38380022261
