StartWavelength[nm] EndWavelength[nm] w_r[nm] sigma(w_r)[nm] width[nm] sigma(width)[nm] Q_L[-] sigma(Q_L)[nm] Amplitude[-] sigma(Amp)[-] w_r1[nm] sigma1(w_r)[nm] width1[nm] sigma1(width)[nm] Q_L1[-] sigma1(Q_L)[nm] Amplitude1[-] sigma1(Amp)[-] b[-] c[-] R2
1.519783081054687500e+03 1.520783081054687500e+03 1.520292010707389181e+03 8.610464319125139473e-03 2.314192929962964607e-01 4.070773547144419802e-02 6.569426390615233686e+03 1.155592813306135668e+03 -6.374665558247788336e-04 1.340509347695454387e-04 nan nan nan nan nan nan nan nan 1.836519070729809400e+01 -1.204613887933085777e-02 3.692867123230039184e-01
1.520221557617187500e+03 1.521221557617187500e+03 1.520537187386385312e+03 2.574172598578043474e-04 6.255980036858452720e-05 3.605186467469263106e-02 2.430533950600566715e+07 1.400664333294455910e+10 -4.616497204888792217e-05 2.638561258013109520e-02 nan nan nan nan nan nan nan nan 6.968294124343263896e+00 -4.551981295744676227e-03 9.022099785365478297e-02
1.520507080078125000e+03 1.521507080078125000e+03 1.521211498190662951e+03 5.241466976987662393e-04 8.367581178987625740e-03 2.167182415163068556e-03 1.817982360315398546e+05 4.708528448160627886e+04 -1.768553244715733754e-04 2.229857438642371414e-05 nan nan nan nan nan nan nan nan 1.546443887324176636e+01 -1.013826761689969221e-02 5.166764463064925650e-01
1.520710815429687500e+03 1.521710815429687500e+03 1.521211493996049512e+03 5.076800271106758373e-04 8.647051729654691918e-03 2.049657778820350960e-03 1.759225619963762001e+05 4.169988325958987116e+04 -1.818335015960654156e-04 2.132764118525222561e-05 nan nan nan nan nan nan nan nan 2.049806021658186239e+01 -1.344711341028800161e-02 5.786462261893221548e-01
1.521137329101562500e+03 1.522137329101562500e+03 1.521926471210189902e+03 4.849891873731995988e-04 1.321930445534393473e-04 1.976690444744659547e-02 1.151290883988187090e+07 1.721532095117989779e+09 -2.375274987796206850e-05 3.426344353758107013e-03 nan nan nan nan nan nan nan nan 1.315886101517786777e+01 -8.624287513005689590e-03 2.024937317183648222e-01
1.521586669921875000e+03 1.522586669921875000e+03 1.522087297668251267e+03 1.642181954668481573e-04 4.147675690167474251e-04 1.129567511845644152e-03 3.669735561236207839e+06 9.994065053986154497e+06 -4.948630603550296307e-05 1.025453998480431049e-04 nan nan nan nan nan nan nan nan 3.465908514383429506e-01 -2.054570229370812520e-04 1.473747094945065950e-02
1.521837402343750000e+03 1.522837402343750000e+03 1.522057463342643814e+03 5.665004747012826773e-04 1.029195187437470819e-03 1.815169257559222805e-03 1.478881248106416315e+06 2.608270821618793998e+06 -8.618596324815918630e-06 5.411529268083092725e-06 1.522080039998386383e+03 5.665004747012826773e-04 2.239625375552569374e-03 1.815169257559222805e-03 6.796136785255224677e+05 7.352066054481907049e+05 -1.043890119847775329e-05 5.411529268083092725e-06 -1.070492030381384296e+01 7.054144768953710641e-03 1.516116668391862543e-01
1.522043090820312500e+03 1.523043090820312500e+03 1.523017891766565754e+03 2.357907064937528677e-02 3.248034158303722552e-01 7.929907793013434014e-02 4.689045180984050603e+03 1.144806186910819406e+03 -1.776805630728793203e-03 6.628737665317691779e-04 nan nan nan nan nan nan nan nan 8.941727488986575878e+00 -5.895073851493527403e-03 5.315424418428451592e-01
1.522248779296875000e+03 1.523248779296875000e+03 1.522750521379197835e+03 8.460756401804239235e-04 1.403104440667019351e-02 2.494715698734725241e-03 1.085272398293672450e+05 1.929611232755304809e+04 -2.036675757917059677e-04 2.098415441014801582e-05 nan nan nan nan nan nan nan nan -3.021782128259194167e+01 1.987106670916539974e-02 6.305867810672396434e-01
1.522472534179687500e+03 1.523472534179687500e+03 1.522750427537837368e+03 8.961662207646866945e-04 1.326665097526202181e-02 2.714824127317456287e-03 1.147803187388641236e+05 2.348809652381697015e+04 -1.978762505713423895e-04 2.278582516680315541e-05 nan nan nan nan nan nan nan nan -2.100984198205286546e+01 1.382405745948239728e-02 5.074223311412255910e-01
1.522713134765625000e+03 1.523713134765625000e+03 1.523103265415695205e+03 2.462907941776843867e-03 9.665699768046835672e-02 8.688458763795058049e-03 1.575781683650899504e+04 1.416463837064354948e+03 -5.804915413069169699e-04 4.717145975290090368e-05 nan nan nan nan nan nan nan nan 1.480660460430677539e+01 -9.749749525473361267e-03 4.320098247947622427e-01
