StartWavelength[nm] EndWavelength[nm] w_r[nm] sigma(w_r)[nm] width[nm] sigma(width)[nm] Q_L[-] sigma(Q_L)[nm] Amplitude[-] sigma(Amp)[-] w_r1[nm] sigma1(w_r)[nm] width1[nm] sigma1(width)[nm] Q_L1[-] sigma1(Q_L)[nm] Amplitude1[-] sigma1(Amp)[-] b[-] c[-] R2
1.520308349609375000e+03 1.521308349609375000e+03 1.520807809336486571e+03 3.140005962542007057e-05 2.425712648155542266e-03 7.233253452837705736e-05 6.269529948210786097e+05 1.869516538987352033e+04 -2.074365228768431930e-04 4.050589857651959321e-06 nan nan nan nan nan nan nan nan 1.384064019612083918e+01 -9.024865421353769554e-03 8.822450840301937491e-01
1.521191162109375000e+03 1.522191162109375000e+03 1.521425982917827014e+03 2.906224122741163027e-02 8.282957463824149880e-01 1.403876634697611425e-01 1.836814917331956849e+03 3.113213574192135411e+02 -7.657154681223302811e-03 3.520254461689741564e-03 nan nan nan nan nan nan nan nan 8.196432463602034701e+00 -5.304312920235434992e-03 7.029011156020352757e-01
1.521892211914062500e+03 1.522892211914062500e+03 1.522393568626399428e+03 9.410219288855732785e-05 4.598246875724917339e-03 2.616551897908276541e-04 3.310813033252793248e+05 1.883960204815329780e+04 -1.199017694784589944e-04 4.548284001419043315e-06 1.521935111810812714e+03 9.410219288855732785e-05 6.667124213712356529e-01 2.616551897908276541e-04 2.282745998163090917e+03 3.542314217662179203e+02 -5.001891419150002530e-03 4.548284001419043315e-06 8.611066649934949524e+00 -5.572055224821787292e-03 7.664490380632111854e-01
1.523678833007812500e+03 1.524678833007812500e+03 1.524178285207897034e+03 1.277891923109932535e-04 5.051950180248823176e-03 3.502583819511030086e-04 3.017009730552859255e+05 2.091732714796691289e+04 -1.665966073556035293e-04 7.180152641887715868e-06 nan nan nan nan nan nan nan nan 1.923246119113962393e+01 -1.254539020105495568e-02 7.240991757381322058e-01
1.524975097656250000e+03 1.525975097656250000e+03 1.525599991504451509e+03 7.843034970803301059e-03 1.547703067422008527e-01 3.107594349736951186e-02 9.857187878070346414e+03 1.979200145622972514e+03 -2.290511049757566839e-04 4.310792892578203166e-05 1.525479038657593037e+03 7.843034970803301059e-03 1.564472620849830312e-02 3.107594349736951186e-02 9.750755739202033146e+04 1.617241553492110870e+04 -6.690072391819142377e-05 4.310792892578203166e-05 -1.741077777072058552e+01 1.149013293118841643e-02 7.088518872914123525e-01
1.525566284179687500e+03 1.526566284179687500e+03 1.526066231454986792e+03 6.242177073678630049e-05 2.382941964720992293e-03 1.651835076505448179e-04 6.404126722547634272e+05 4.439286105706939998e+04 -7.219804381613395094e-05 3.281119897084219519e-06 1.526054378967117373e+03 6.242177073678630049e-05 2.601685406086071302e-03 1.651835076505448179e-04 5.865637618588506011e+05 4.922935115310623951e+04 -5.573292259781529819e-05 3.281119897084219519e-06 -1.888962582869174867e+01 1.245865489847824623e-02 8.255944921145985660e-01
1.527365844726562500e+03 1.528365844726562500e+03 1.527848711660336221e+03 1.428314514685828217e-03 2.214378151609605952e-02 4.090909019044955929e-03 6.899673890612408286e+04 1.274666575237819052e+04 -9.446296890901517186e-05 1.467923328505405461e-05 1.527865524582022317e+03 1.428314514685828217e-03 4.552497264164442892e-03 4.090909019044955929e-03 3.356104212535850820e+05 2.305203215958280634e+04 -1.773730933852308742e-04 1.467923328505405461e-05 4.731701727481803843e+00 -3.020272198442645190e-03 7.325128327785261906e-01
1.527938110351562500e+03 1.528938110351562500e+03 1.528542849886453041e+03 6.204598576905217579e-03 1.192268272738842561e-01 2.256153909451371134e-02 1.282046067010682600e+04 2.426042286778145353e+03 -1.542481125571071126e-04 2.538091968330698580e-05 1.528437572839843597e+03 6.204598576905217579e-03 8.775022547270448087e-03 2.256153909451371134e-02 1.741804724268518621e+05 4.191707024844254192e+04 -2.647796248154999645e-05 2.538091968330698580e-05 -2.881021198414043472e+00 1.961380163267471572e-03 2.173418067281829291e-01
1.529129516601562500e+03 1.530129516601562500e+03 1.529629236602451329e+03 9.095933952667462985e-04 1.720556726426549290e-02 3.241582223756837942e-03 8.890315635098889470e+04 1.674963032827262214e+04 -1.220342493286327495e-04 2.290480989759679175e-05 1.529597253071122850e+03 9.095933952667462985e-04 3.775747376888371337e-02 3.241582223756837942e-03 4.051111211607801670e+04 1.208480852816497827e+04 -1.140842680344306430e-04 2.290480989759679175e-05 -3.819244630284165609e+00 2.576321284579341769e-03 3.250912905973539768e-01
1.530779296875000000e+03 1.531779296875000000e+03 1.531270033514568922e+03 1.114176264024203467e-03 4.220950568549498155e-02 3.336519601732650282e-03 3.627784804977661406e+04 2.867641995946931729e+03 -2.645117488052421391e-04 1.556706130549391690e-05 1.531554280338351191e+03 1.114176264024203467e-03 7.168312648412485631e-03 3.336519601732650282e-03 2.136561776051346678e+05 1.547277099968926450e+04 -1.284444886593079697e-04 1.556706130549391690e-05 -1.497690469173548200e+00 1.053304292766073669e-03 5.920219157959873968e-01
