status	reason	candidate_idx	candidate_wl	fit_center_wl	min_rr	baseline	depth	depth_fraction	noise	depth_sigma	edge_distance_nm	duplicates_merged	merged_candidate_wavelengths
selected	accepted	807	1520.8064	1520.8083	0.00083297248	0.015451046	0.014618074	0.94608957	0.00035801146	40.831301	0.49743652	0	
selected	accepted	1696	1521.6942	1521.6912	0.012452705	0.015222619	0.0027699144	0.18196043	0.00034855371	7.9468798	0.49621582	0	
selected	accepted	2398	1522.3953	1522.3922	0.0062577302	0.016672641	0.010414911	0.62467073	0.00035756136	29.127619	0.49621582	0	
selected	accepted	3915	1523.9103	1524.1788	0.0019545829	0.015065584	0.013111001	0.87026173	0.00035708675	36.716572	0.23071289	1	1523.910278,1524.177856
selected	accepted	4745	1524.7391	1524.7411	0.011412613	0.014004934	0.0025923218	0.1851006	0.00036583134	7.086112	0.49731445	0	
selected	accepted	6073	1526.0653	1526.0663	0.0053879408	0.016707234	0.011319293	0.67750851	0.00037430554	30.240784	0.49841309	0	
selected	accepted	7875	1527.8649	1527.8658	0.0016315926	0.015819831	0.014188238	0.89686409	0.00037353036	37.984164	0.49841309	0	
selected	accepted	8449	1528.4381	1528.4381	0.01355433	0.015546894	0.0019925638	0.12816475	0.00035510286	5.61123	0.49926758	0	
selected	accepted	9640	1529.6274	1529.6295	0.012784869	0.016381787	0.0035969181	0.21956811	0.00035422381	10.154366	0.49731445	1	1529.627441,1529.959106
selected	accepted	11571	1531.5559	1531.5529	0.0061182997	0.014925554	0.0088072541	0.59007888	0.0003530967	24.942895	0.49633789	1	1531.282227,1531.555908
selected	accepted	13406	1533.3884	1533.3875	0.0043489594	0.019132971	0.014784012	0.77269817	0.00036141101	40.906368	0.49829102	0	
selected	accepted	14464	1534.4449	1534.442	0.014071684	0.017076917	0.0030052328	0.17598217	0.00036090737	8.3268813	0.49633789	0	
selected	accepted	15255	1535.235	1535.235	0.0036315105	0.01588707	0.012255559	0.77141723	0.00036924258	33.191078	0.49926758	0	
selected	accepted	15994	1535.9729	1535.9769	0.013667861	0.015916533	0.0022486717	0.141279	0.00033269714	6.7589152	0.49536133	0	
selected	accepted	17103	1537.0804	1537.0795	0.0050790265	0.017632957	0.01255393	0.71195832	0.00037704282	33.295767	0.49841309	0	
selected	accepted	18006	1537.9822	1537.9943	0.015797133	0.017665065	0.0018679319	0.10574158	0.00035400028	5.2766396	0.48730469	0	
selected	accepted	19038	1539.0128	1539.0088	0.014748353	0.017597656	0.0028493037	0.16191382	0.00030436142	9.3615798	0.49523926	0	
selected	accepted	19704	1539.678	1539.661	0.015937407	0.017875038	0.0019376309	0.1083987	0.00033981488	5.7020191	0.48242188	0	
selected	accepted	20827	1540.7994	1540.8004	0.0013650631	0.017451355	0.016086292	0.92177896	0.00035717198	45.037945	0.49829102	0	
selected	accepted	21399	1541.3706	1541.3596	0.015108884	0.016803376	0.0016944922	0.10084237	0.00029017838	5.8394848	0.48828125	0	
selected	accepted	22687	1542.6569	1542.6589	0.0023497953	0.016640881	0.014291085	0.85879381	0.00035650636	40.086481	0.49731445	0	
selected	accepted	24553	1544.5204	1544.5214	0.0010654565	0.019065538	0.018000082	0.94411611	0.00030243904	59.516398	0.49841309	0	
selected	accepted	26428	1546.3928	1546.3949	-0.00013627268	0.018126401	0.018262673	1.0075179	0.00036826448	49.591189	0.49731445	0	
selected	accepted	28295	1548.2573	1548.2583	0.0078992539	0.017870889	0.0099716347	0.55798203	0.00036361693	27.423461	0.49841309	0	
selected	accepted	30189	1550.1488	1550.1508	0.0088909393	0.01914923	0.01025829	0.5357025	0.00037209738	27.568832	0.49731445	0	
selected	accepted	32078	1552.0353	1552.0343	0.0032680028	0.018928483	0.01566048	0.82734999	0.00037205639	42.091684	0.49841309	1	1551.796631,1552.035278
selected	accepted	33960	1553.9147	1553.9177	0.0023562483	0.017320407	0.014964158	0.86396114	0.00037214185	40.210899	0.49633789	0	
selected	accepted	35856	1555.8081	1555.8081	0.0031304122	0.019412913	0.016282501	0.83874588	0.0003726326	43.695857	0.49926758	0	
selected	accepted	37188	1557.1383	1557.1364	0.018495749	0.020376317	0.0018805677	0.092291836	0.00035519964	5.2943964	0.49731445	0	
selected	accepted	37754	1557.7036	1557.7036	0.0020123225	0.019488032	0.017475709	0.89674059	0.00032866352	53.172037	0.49926758	0	
selected	accepted	38991	1558.939	1558.9429	0.014074147	0.017287913	0.0032137661	0.1858967	0.00038254619	8.4009884	0.49536133	0	
selected	accepted	39657	1559.604	1559.603	0.0020757887	0.017255952	0.015180163	0.87970593	0.00039146074	38.778251	0.49829102	0	
selected	accepted	40797	1560.7424	1560.7455	0.016264913	0.018307536	0.0020426228	0.11157279	0.00030319433	6.7370086	0.49633789	0	
selected	accepted	41561	1561.5055	1561.5065	0.0026832234	0.018341478	0.015658255	0.85370735	0.00032116131	48.75511	0.49829102	0	
selected	accepted	42630	1562.573	1562.5861	0.01544817	0.017727229	0.0022790594	0.12856264	0.00031726954	7.183354	0.48632812	0	
selected	accepted	43474	1563.4159	1563.4119	0.0034639334	0.01820714	0.014743207	0.80974863	0.00033127891	44.503909	0.49536133	0	
selected	accepted	44470	1564.4105	1564.4095	0.016497056	0.018661417	0.0021643616	0.11598056	0.00039452578	5.4859828	0.49829102	0	
selected	accepted	45368	1565.3074	1565.3083	0.011316362	0.017118121	0.0058017591	0.33892499	0.00040434424	14.348564	0.49829102	0	
selected	accepted	46307	1566.2451	1566.2451	0.013354079	0.015708372	0.0023542929	0.14987505	0.00033280795	7.0740284	0.49926758	0	
selected	accepted	47315	1567.2517	1567.2517	-0.00053374664	0.016686958	0.017220704	1.0319859	0.00039693959	43.38369	0.49926758	0	
selected	accepted	49242	1569.1761	1569.1761	0.00035976132	0.018773452	0.018413691	0.9808367	0.00039798663	46.267109	0.49926758	0	
selected	accepted	51164	1571.0955	1571.0966	-0.00077966502	0.015620166	0.016399831	1.049914	0.00034591707	47.40972	0.49829102	0	
selected	accepted	51930	1571.8605	1571.8605	0.01443549	0.016699136	0.0022636459	0.13555467	0.00041883082	5.4046784	0.49926758	0	
selected	accepted	53108	1573.0369	1573.0389	-0.00087320603	0.01650358	0.017376786	1.0529101	0.00041122566	42.256084	0.49731445	0	
selected	accepted	55044	1574.9703	1574.9692	0.0013475111	0.017698552	0.016351041	0.9238632	0.00045884165	35.635477	0.49829102	0	
selected	accepted	56990	1576.9137	1576.9147	-0.00015714801	0.015943978	0.016101126	1.0098563	0.00043339948	37.150774	0.49829102	0	
selected	accepted	57673	1577.5957	1577.5918	0.011748682	0.013981762	0.0022330801	0.15971378	0.00044342301	5.0360041	0.49536133	0	
selected	accepted	58928	1578.849	1578.849	-4.903649e-05	0.015895129	0.015944165	1.003085	0.00044480035	35.845667	0.49926758	0	
selected	accepted	60879	1580.7974	1580.7974	-0.00051284759	0.016181469	0.016694317	1.0316935	0.0004659406	35.829282	0.49926758	0	
selected	accepted	61543	1581.4606	1581.4606	0.011935296	0.014975931	0.0030406349	0.20303479	0.0003733258	8.1447222	0.49926758	0	
selected	accepted	62845	1582.7607	1582.7578	0.00076142518	0.016463571	0.015702146	0.95375091	0.00046721952	33.607642	0.49633789	0	
selected	accepted	64786	1584.6992	1584.6992	-0.00077950315	0.013694285	0.014473788	1.0569218	0.00050656021	28.572691	0.49926758	0	
selected	accepted	66777	1586.6875	1586.6885	0.00078845162	0.01784932	0.017060869	0.95582736	0.00039590089	43.093787	0.49829102	0	
selected	accepted	68738	1588.6459	1588.6448	-0.00104991	0.014802589	0.015852499	1.0709275	0.00045817482	34.599237	0.49829102	0	
selected	accepted	70726	1590.6311	1590.6311	-0.0010717053	0.015944268	0.017015973	1.0672157	0.00050210697	33.88914	0.49926758	0	
selected	accepted	72700	1592.6025	1592.6035	-0.00057389687	0.014733986	0.015307883	1.0389506	0.00054093797	28.298776	0.49829102	0	
selected	accepted	74674	1594.5739	1594.5748	0.0030426105	0.017121141	0.014078531	0.82228927	0.00054159426	25.994609	0.49829102	0	
selected	accepted	76681	1596.5781	1596.5801	0.00020869162	0.013047048	0.012838357	0.98400469	0.00055135021	23.285303	0.49731445	0	
selected	accepted	78692	1598.5864	1598.5864	0.0013634014	0.016593147	0.015229745	0.91783346	0.00055130179	27.62506	0.49926758	0	
selected	accepted	80692	1600.5837	1600.5817	-0.0024462657	0.014959724	0.01740599	1.1635235	0.00059823929	29.095364	0.49731445	0	
selected	accepted	82685	1602.574	1602.576	8.193105e-05	0.015118695	0.015036764	0.99458081	0.00048373769	31.084541	0.49731445	0	
selected	accepted	84693	1604.5793	1604.5833	0.00038864654	0.014906813	0.014518167	0.97392826	0.00061537042	23.592565	0.49536133	0	
selected	accepted	86711	1606.5946	1606.5956	-0.0010069416	0.016872043	0.017878985	1.0596811	0.00063286331	28.250943	0.49829102	0	
selected	accepted	88730	1608.6108	1608.6108	-0.0010182287	0.01496641	0.015984639	1.0680343	0.00065027128	24.581493	0.49926758	0	
selected	accepted	90430	1610.3086	1610.6361	0.0015565447	0.016069681	0.014513136	0.9031378	0.00065822724	22.048823	0.17175293	1	1610.308594,1610.634155
selected	accepted	92796	1612.6714	1612.6724	0.00095540777	0.017448167	0.016492759	0.94524309	0.00067869164	24.300813	0.49829102	0	
selected	accepted	94807	1614.6797	1614.6766	0.0083028945	0.015222081	0.0069191865	0.45454932	0.00072706036	9.5166604	0.49633789	0	
selected	accepted	96855	1616.7249	1616.7249	0.001350247	0.015591928	0.014241681	0.9134009	0.00073418592	19.397922	0.49926758	0	
selected	accepted	98914	1618.7811	1618.7811	0.0012032049	0.016161663	0.014958458	0.92555191	0.00061119223	24.474228	0.49926758	0	
rejected	minimum_at_window_edge	1240	1521.2388	1520.8083	0.00083297248	0.014299713	0.013466741	0.94174901	0.00035791297	37.625742	0.068847656		
rejected	minimum_at_window_edge	3062	1523.0583	1523.4978	0.015507976	0.017129577	0.0016216005	0.094666698	0.00034836009	4.6549548	0.059936523		
rejected	minimum_at_window_edge	5483	1525.4761	1524.9907	0.012796242	0.015334961	0.0025387194	0.16555108	0.00037477843	6.7739207	0.013916016		
rejected	minimum_at_window_edge	17526	1537.5029	1537.0795	0.0050790265	0.017614345	0.012535319	0.71165397	0.00037254816	33.647512	0.075927734		
rejected	too_shallow_vs_noise	22084	1542.0547	1542.0518	0.014993587	0.01654569	0.0015521034	0.093807112	0.00034791357	4.4611753	0.49633789		
rejected	minimum_at_window_edge	23112	1543.0813	1542.6589	0.0023497953	0.017422956	0.015073161	0.86513223	0.00035616423	42.320817	0.076904297		
rejected	too_shallow_vs_noise	27489	1547.4524	1547.5073	0.015737453	0.017121611	0.0013841589	0.080842794	0.00036366804	3.8061054	0.44445801		
rejected	minimum_at_window_edge	33606	1553.5612	1553.9177	0.0023562483	0.017952086	0.015595838	0.86874794	0.00035439704	44.006682	0.14282227		
rejected	minimum_at_window_edge	35374	1555.3268	1555.8081	0.0031304122	0.017657613	0.014527201	0.82271601	0.00039013159	37.236669	0.018066406		
rejected	minimum_at_window_edge	48180	1568.1156	1567.6372	0.017205786	0.019388283	0.002182497	0.11256783	0.00039729677	5.4933671	0.020996094		
rejected	too_shallow_vs_noise	53844	1573.7719	1573.7739	0.013490059	0.015379152	0.0018890927	0.12283465	0.00042136198	4.4833012	0.49731445		
rejected	minimum_at_window_edge	58379	1578.3008	1577.8494	0.011861844	0.014141662	0.0022798174	0.16121284	0.00036111107	6.3133412	0.047851562		
rejected	minimum_at_window_edge	59600	1579.5201	1579.0288	0.015813345	0.018014662	0.0022013174	0.12219587	0.00047343916	4.649631	0.0079345703		
rejected	minimum_at_window_edge	65255	1585.1675	1584.6992	-0.00077950315	0.012634864	0.013414368	1.0616946	0.00050745502	26.434594	0.031005859		
rejected	minimum_at_window_edge	65563	1585.4751	1584.9907	0.011287453	0.013397717	0.0021102634	0.15750918	0.00040444145	5.2177229	0.014892578		
rejected	too_shallow_vs_noise	69251	1589.1582	1589.1631	0.01204862	0.014145266	0.0020966466	0.14822249	0.00051022301	4.1092748	0.49438477		
rejected	too_shallow_vs_noise	69524	1589.4308	1589.1631	0.01204862	0.014045715	0.001997096	0.14218542	0.00041623809	4.7979654	0.23168945		
rejected	minimum_at_window_edge	73571	1593.4723	1592.9989	0.013526349	0.015974683	0.0024483345	0.15326341	0.0005318347	4.6035629	0.025878906		
rejected	too_shallow_vs_noise	84005	1603.8922	1603.8872	0.011080651	0.013927122	0.0028464715	0.20438332	0.00062544943	4.5510818	0.4942627		
rejected	minimum_at_window_edge	88267	1608.1484	1608.6108	-0.0010182287	0.014493976	0.015512205	1.0702519	0.00063191682	24.547859	0.036987305		
rejected	minimum_at_window_edge	95627	1615.4985	1615.8551	0.012283129	0.014397555	0.0021144262	0.14686008	0.00070798168	2.986555	0.14282227		
rejected	minimum_at_window_edge	97668	1617.5369	1617.0535	0.014403656	0.016679736	0.0022760801	0.1364578	0.00073383104	3.1016406	0.015991211		
rejected	minimum_at_window_edge	98394	1618.2618	1618.7432	0.013683552	0.016386381	0.0027028285	0.16494359	0.00059375997	4.5520558	0.017944336		
rejected	minimum_at_window_edge	99377	1619.2435	1618.7811	0.0012032049	0.015745169	0.014541964	0.9235826	0.00076846889	18.923296	0.036987305		
rejected	duplicate_of_1524.178833	3915	1523.9103	1524.1788	0.0019545829	0.015065584	0.013111001	0.87026173	0.00035708675	36.716572	0.23071289		
rejected	duplicate_of_1524.178833	4183	1524.1779	1524.1788	0.0019545829	0.014703022	0.012748439	0.86706251	0.00035702627	35.707286	0.49841309		
rejected	duplicate_of_1529.629517	9640	1529.6274	1529.6295	0.012784869	0.016381787	0.0035969181	0.21956811	0.00035422381	10.154366	0.49731445		
rejected	duplicate_of_1529.629517	9972	1529.9591	1529.6295	0.012784869	0.015985283	0.0032004136	0.20021001	0.00034972467	9.1512379	0.1697998		
rejected	duplicate_of_1531.552856	11297	1531.2822	1531.5529	0.0061182997	0.014910502	0.0087922019	0.58966507	0.00034443407	25.526516	0.22875977		
rejected	duplicate_of_1531.552856	11571	1531.5559	1531.5529	0.0061182997	0.014925554	0.0088072541	0.59007888	0.0003530967	24.942895	0.49633789		
rejected	duplicate_of_1552.034302	31839	1551.7966	1552.0343	0.0032680028	0.018843331	0.015575328	0.82656979	0.00037205649	41.862804	0.26159668		
rejected	duplicate_of_1552.034302	32078	1552.0353	1552.0343	0.0032680028	0.018928483	0.01566048	0.82734999	0.00037205639	42.091684	0.49841309		
rejected	duplicate_of_1610.636108	90430	1610.3086	1610.6361	0.0015565447	0.016069681	0.014513136	0.9031378	0.00065822724	22.048823	0.17175293		
rejected	duplicate_of_1610.636108	90756	1610.6342	1610.6361	0.0015565447	0.016002217	0.014445673	0.90272944	0.0005450151	26.505087	0.49731445		
