structure,measurement,fit_index,param_file,is_double_resonance,resonance_wavelength_nm,sigma_resonance_wavelength_nm,resonance_frequency_thz,sigma_resonance_frequency_thz,fwhm_nm,sigma_fwhm_nm,Q,sigma_Q,amplitude,background_b,background_c,R2,rejection_reason,local_fsr_nm,sigma_local_fsr_nm,finesse,sigma_finesse
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,86,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1564.51113205,0.0001405618126,191.620533634,1.72159398466e-05,0.00615814679743,0.000435474418079,254055.511101,17965.5794991,-0.000354373721836,-5.94464109362,0.0038612932518,0.720850137644,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,32,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1570.85875589,0.000968984688267,190.846221454,0.000117723548161,0.00712890887617,0.00277876989523,220350.516913,85890.1963025,-2.88028192302e-05,5.68446668499,-0.00356411095455,0.105149486123,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,90,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1570.85875589,0.000968984688267,190.846221454,0.000117723548161,0.00712890887617,0.00277876989523,220350.516913,85890.1963025,-2.88028192302e-05,5.68446668499,-0.00356411095455,0.105149486123,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,33,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1572.20547898,0.000136195316322,190.682745994,1.65182587486e-05,0.00686907300137,0.000571616325265,228881.754302,19046.6089513,-0.000347760938639,-10.5925604437,0.00679903045127,0.78143526381,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,91,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1572.20547898,0.000136195316322,190.682745994,1.65182587486e-05,0.00686907300137,0.000571616325265,228881.754302,19046.6089513,-0.000347760938639,-10.5925604437,0.00679903045127,0.78143526381,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,36,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1578.01593302,0.000188727310479,189.980628033,2.27212743683e-05,0.00785523879924,0.000768145330034,200887.073372,19644.274505,-0.000336437366997,6.52282271845,-0.00407971115144,0.677379379931,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,94,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1578.01593302,0.000188727310479,189.980628033,2.27212743683e-05,0.00785523879924,0.000768145330034,200887.073372,19644.274505,-0.000336437366997,6.52282271845,-0.00407971115144,0.677379379931,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,38,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1581.91617104,0.000179343930869,189.512227948,2.14852522088e-05,0.00877944615817,0.000740486367119,180184.050627,15197.2949839,-0.000386239970133,6.4376535265,-0.00401463626533,0.736084200174,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,96,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1581.91617104,0.000179343930869,189.512227948,2.14852522088e-05,0.00877944615817,0.000740486367119,180184.050627,15197.2949839,-0.000386239970133,6.4376535265,-0.00401463626533,0.736084200174,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,40,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1585.83005283,0.000337764622137,189.044505409,4.02644317545e-05,0.0165284263017,0.000966491240545,95945.6165934,5610.3706617,-0.000445740620897,-3.33972424985,0.00215933261559,0.641264644597,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,98,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1585.83005283,0.000337764622137,189.044505409,4.02644317545e-05,0.0165284263017,0.000966491240545,95945.6165934,5610.3706617,-0.000445740620897,-3.33972424985,0.00215933261559,0.641264644597,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,41,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1587.81188008,0.000212092680494,188.808549527,2.52201862649e-05,0.0118414377793,0.000903507744106,134089.450088,10231.0934546,-0.000575901322626,8.4730655226,-0.00527860750916,0.794381396498,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,99,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1587.81188008,0.000212092680494,188.808549527,2.52201862649e-05,0.0118414377793,0.000903507744106,134089.450088,10231.0934546,-0.000575901322626,8.4730655226,-0.00527860750916,0.794381396498,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,42,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1589.76988016,0.000287798474213,188.576008227,3.41382033449e-05,0.0118480537737,0.000740585173273,134179.83329,8387.16611055,-0.000585665184253,0.907076719062,-0.000520720323378,0.694071685962,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,100,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1589.76988016,0.000287798474213,188.576008227,3.41382033449e-05,0.0118480537737,0.000740585173273,134179.83329,8387.16611055,-0.000585665184253,0.907076719062,-0.000520720323378,0.694071685962,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,49,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1602.48841129,0.00338606980298,187.079329802,0.000395300000263,0.0335929873775,0.0103322504125,47703.0635378,14672.1097588,-9.53292393129e-05,6.1719627938,-0.00380633749075,0.134528980949,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,107,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1602.48841129,0.00338606980298,187.079329802,0.000395300000263,0.0335929873775,0.0103322504125,47703.0635378,14672.1097588,-9.53292393129e-05,6.1719627938,-0.00380633749075,0.134528980949,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,50,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1603.7054704,0.000364432386806,186.937354479,4.2480385291e-05,0.0123699663156,0.00132381218485,129645.095992,13874.3916841,-0.00053075256198,-4.9350272305,0.00312369829387,0.638015002302,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,108,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1603.7054704,0.000364432386806,186.937354479,4.2480385291e-05,0.0123699663156,0.00132381218485,129645.095992,13874.3916841,-0.00053075256198,-4.9350272305,0.00312369829387,0.638015002302,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,51,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1605.71097747,0.000414955891216,186.703872743,4.82489520183e-05,0.0144173648284,0.0017545540495,111373.4026,13553.8398914,-0.00060078495703,-0.0186444587572,5.96126890866e-05,0.625336102125,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,109,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1605.71097747,0.000414955891216,186.703872743,4.82489520183e-05,0.0144173648284,0.0017545540495,111373.4026,13553.8398914,-0.00060078495703,-0.0186444587572,5.96126890866e-05,0.625336102125,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,52,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1607.73460848,0.000377255449218,186.468871428,4.37549813787e-05,0.0122611928744,0.00160406628665,131123.833134,17154.2297932,-0.00048828187275,-4.05376703484,0.00256753058126,0.595019216285,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,110,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1607.73460848,0.000377255449218,186.468871428,4.37549813787e-05,0.0122611928744,0.00160406628665,131123.833134,17154.2297932,-0.00048828187275,-4.05376703484,0.00256753058126,0.595019216285,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,53,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1609.75060546,0.000485107082344,186.235344148,5.61230318055e-05,0.0138916544858,0.0019261335378,115878.969428,16067.0832671,-0.000525813551962,4.17620473426,-0.00255232413004,0.566567374686,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,111,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1609.75060546,0.000485107082344,186.235344148,5.61230318055e-05,0.0138916544858,0.0019261335378,115878.969428,16067.0832671,-0.000525813551962,4.17620473426,-0.00255232413004,0.566567374686,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,55,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1613.79461159,0.000658655385696,185.768657205,7.58197639789e-05,0.015813630845,0.00267391923015,102050.858997,17255.7306416,-0.000572818557244,12.0900958595,-0.00745140256049,0.532327886336,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,113,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1613.79461159,0.000658655385696,185.768657205,7.58197639789e-05,0.015813630845,0.00267391923015,102050.858997,17255.7306416,-0.000572818557244,12.0900958595,-0.00745140256049,0.532327886336,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,56,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1615.8241801,0.00060525818757,185.535321041,6.94981381801e-05,0.0168626613158,0.00260659935036,95822.6077034,14812.0834732,-0.000592712381032,-3.96863614312,0.00249722807757,0.546136715114,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,114,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1615.8241801,0.00060525818757,185.535321041,6.94981381801e-05,0.0168626613158,0.00260659935036,95822.6077034,14812.0834732,-0.000592712381032,-3.96863614312,0.00249722807757,0.546136715114,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,57,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1617.87483411,0.000818628220125,185.30015529,9.37599949732e-05,0.0218930348388,0.00235432504182,73899.0663479,7946.93032522,-0.000876993732709,7.02129401275,-0.00429927655329,0.55065829904,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,115,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1617.87483411,0.000818628220125,185.30015529,9.37599949732e-05,0.0218930348388,0.00235432504182,73899.0663479,7946.93032522,-0.000876993732709,7.02129401275,-0.00429927655329,0.55065829904,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,5,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1530.77964121,7.55955287363e-05,195.84298741,9.67144700908e-06,0.00578131076936,0.000254802522174,264780.722275,11669.80959,-0.000307200894104,6.0237127764,-0.00385571625739,0.851426693479,FSR_outlier_or_uncertain,0,0.000106908221994,,
mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT,5039,95,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039/mple 76 Diameter 100 um Coupling Distance 0.09 SECOND MEASUREMENT_5039_ParamFile.txt,False,1579.96339914,0.000130257753001,189.746457521,1.5643366935e-05,0.00738438019266,0.000546847210068,213960.191366,15844.7331613,-0.000385054256515,-1.98665300501,0.00131913552473,0.800684445139,FSR_outlier_or_uncertain,0,0.000184212280898,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,0,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1520.94431695,0.000896397967515,197.109423835,0.000116170253529,0.0322194094597,0.00269950466031,47205.8409033,3955.14348812,-0.000167041012256,4.54598949801,-0.0030740231399,0.414292375139,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,54,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1520.94431695,0.000896397967515,197.109423835,0.000116170253529,0.0322194094597,0.00269950466031,47205.8409033,3955.14348812,-0.000167041012256,4.54598949801,-0.0030740231399,0.414292375139,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,3,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1525.29902073,0.000279442818206,196.546679651,3.60083874204e-05,0.012253819691,0.000773927335718,124475.392914,7861.62287602,-0.000290796928926,17.1223987885,-0.0111490502798,0.667391432259,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,57,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1525.29902073,0.000279442818206,196.546679651,3.60083874204e-05,0.012253819691,0.000773927335718,124475.392914,7861.62287602,-0.000290796928926,17.1223987885,-0.0111490502798,0.667391432259,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,6,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1529.57382996,0.000753834638626,195.997376608,9.65952794645e-05,0.0167413522816,0.00216889324692,91365.0106772,11836.6157841,-6.45488963297e-05,-2.22917459985,0.00153389659456,0.23755937015,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,60,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1529.57382996,0.000753834638626,195.997376608,9.65952794645e-05,0.0167413522816,0.00216889324692,91365.0106772,11836.6157841,-6.45488963297e-05,-2.22917459985,0.00153389659456,0.23755937015,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,14,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1542.35681427,0.0126267131516,194.372959115,0.00159126058022,0.496414387868,0.0727746097399,3106.99458348,455.487036949,-0.000780592505673,7.07723279122,-0.00451214522004,0.452008286038,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,68,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1542.35681427,0.0126267131516,194.372959115,0.00159126058022,0.496414387868,0.0727746097399,3106.99458348,455.487036949,-0.000780592505673,7.07723279122,-0.00451214522004,0.452008286038,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,26,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1564.50918518,0.00013389558378,191.620772086,1.63995043211e-05,0.00769850119439,0.000429138055394,203222.568351,11328.2489139,-0.00032957752743,3.41609441138,-0.00211857759758,0.756531594189,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,80,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1564.50918518,0.00013389558378,191.620772086,1.63995043211e-05,0.00769850119439,0.000429138055394,203222.568351,11328.2489139,-0.00032957752743,3.41609441138,-0.00211857759758,0.756531594189,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,30,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1572.2047818,0.00012357261547,190.682830551,1.49873453948e-05,0.00746335332867,0.000455810552132,210656.619427,12865.4648631,-0.000354819317722,-2.95594501651,0.0019443948951,0.791965048343,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,84,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1572.2047818,0.00012357261547,190.682830551,1.49873453948e-05,0.00746335332867,0.000455810552132,210656.619427,12865.4648631,-0.000354819317722,-2.95594501651,0.0019443948951,0.791965048343,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,32,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1576.08590164,0.000186470821164,190.213273076,2.25046269304e-05,0.0154141188068,0.000346505666506,102249.497451,2298.54399778,-0.00141698853821,-1.03784527922,0.000725410314805,0.659152737218,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,86,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1576.08590164,0.000186470821164,190.213273076,2.25046269304e-05,0.0154141188068,0.000346505666506,102249.497451,2298.54399778,-0.00141698853821,-1.03784527922,0.000725410314805,0.659152737218,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,50,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1611.33944894,0.0341659731443,186.051708842,0.0039449401502,0.676596840002,0.16924497958,2381.53558172,595.720994416,-0.0123324377241,72.4867424023,-0.0450309607448,0.135100407996,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,104,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1611.33944894,0.0341659731443,186.051708842,0.0039449401502,0.676596840002,0.16924497958,2381.53558172,595.720994416,-0.0123324377241,72.4867424023,-0.0450309607448,0.135100407996,low_R2,,,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,7,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1530.78112758,7.15046014613e-05,195.842797248,9.14804926318e-06,0.0055823866249,0.000245726765617,274216.250224,12070.513344,-0.000309890012502,-4.32294936422,0.00290568201062,0.857086189109,FSR_outlier_or_uncertain,0,0.000101122777159,,
mple 76 Diameter 100 um Coupling Distance 0.09,5039,107,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 76 Diameter 100 um Coupling Distance 0.09_5039/mple 76 Diameter 100 um Coupling Distance 0.09_5039_ParamFile.txt,False,1617.87195705,0.000225878442317,185.300484809,2.58706411759e-05,0.0169406837982,0.000455242876554,95502.163686,2566.40642327,-0.00125354596446,11.1198352967,-0.00680501744844,0.882971633735,FSR_outlier_or_uncertain,0,0.000319440356572,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,2,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1521.51690549,0.0140171228433,197.035246154,0.0018152064166,0.560639836029,0.087563697435,2713.89367595,423.870281514,-0.00863299597644,42.3778427273,-0.0278852432685,0.259558481398,low_R2,,,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,83,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1521.51690549,0.0140171228433,197.035246154,0.0018152064166,0.560639836029,0.087563697435,2713.89367595,423.870281514,-0.00863299597644,42.3778427273,-0.0278852432685,0.259558481398,low_R2,,,,
mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT,5040,4,/home/david/QST_skola/fopra/experiment113/Plotter/Plots/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040/mple 78  Diameter 100 um Coupling Distance 0.1 um SECOND MEASUREMENT_5040_ParamFile.txt,False,1524.04893888,0.000373387394109,196.707894577,4.81928409796e-05,0.0022352038969,0.00142726802397,681838.887716,435381.686336,-6.92741989333e-05,26.3114241719,-0.017219452307,0.241509842369,low_R2,,,,
